fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2075/2076,6.00,6.00,12.00,2019-10-31 [Closed]
2074/2075,0.00,8.5,8.5,2018-12-31 [Closed]
2073/2074,14.4,,14.4,2017-12-26 [Closed]
2072/2073,12.00,0.63,12.63,2017-01-22 [Closed]
2069/2070,3.00,5.5211,8.5211,2013-12-01 [Closed]
2068/2069,0.00,3.68,3.68,2012-09-25 [Closed]
