fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2069/2070,0.00,5.26,5.26,2014-03-04 [Closed]
2068/2069,0.00,6.7,6.7,2012-12-21 [Closed]
2067/2068,0.00,5.00,5.00,2011-12-30 [Closed]
