fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2072/2073,24.00,1.26,25.26,2016-12-09 [Closed]
2071/2072,20.00,1.00,21.00,2015-12-27 [Closed]
2070/2071,0.00,10.00,10.00,
2069/2070,25.00,10.00,35.00,
