fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2072/2073,19.00,1.00,20.00,2016-11-27 [Closed]
2071/2072,18.00,,18.00,2015-12-28 [Closed]
2070/2071,20.00,,20.00,2014-11-13 [Closed]
2069/2070,12.00,0.63,12.62,2013-10-29 [Closed]
2068/2069,20.00,,20.00,2012-09-28 [Closed]
2067/2068,0.00,18.00,18.00,2011-12-29 [Closed]
