fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2071/2072,9.25,,9.25,2016-05-16 [Closed]
2070/2071,10.00,5.00,15.00,2014-12-10 [Closed]
2069/2070,0.00,5.5,5.5,2014-05-08 [Closed]
