fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2072/2073,14.00,0.74,14.74,2016-05-20 [Closed]
2071/2072,15.00,0.79,15.79,2015-12-31 [Closed]
2070/2071,0.00,10.53,10.53,2014-11-23 [Closed]
2069/2070,0.00,7.37,7.37,2013-09-20 [Closed]
