fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2072/2073,18.00,0.95,18.95,2016-10-07 [Closed]
2071/2072,13.5,0.71,14.21,2016-01-19 [Closed]
2070/2071,10.26,,10.26,2014-10-16 [Closed]
