fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2072/2073,14.5,,14.5,2016-12-28 [Closed]
2071/2072,23.00,,23.00,2016-07-05 [Closed]
2070/2071,18.00,0.947,18.947,2014-12-28 [Closed]
2069/2070,0.00,15.00,15.00,2013-12-27 [Closed]
2068/2069,0.00,11.00,11.00,2013-01-03 [Closed]
2067/2068,0.00,9.00,9.00,2011-12-26 [Closed]
