fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,5.00,0.2632,5.2632,2023-01-01 [Closed]
2072/2073,10.00,,10.00,2017-12-27 [Closed]
2071/2072,20.00,,20.00,2016-06-17 [Closed]
