fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2072/2073,22.1,,22.1,2016-06-15 [Closed]
2071/2072,24.00,1.26,25.26,2015-11-23 [Closed]
2070/2071,20.00,1.05,21.05,2014-12-02 [Closed]
2069/2070,22.00,1.13,23.13,2013-11-19 [Closed]
2068/2069,0.00,15.00,15.00,2012-10-19 [Closed]
