fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2075/2076,16.00,2.77,18.77,2019-12-27 [Closed]
2074/2075,0.00,17.00,17.00,2018-12-21 [Closed]
2073/2074,10.00,9.45,19.45,2017-11-17 [Closed]
2072/2073,25.00,,25.00,2016-12-29 [Closed]
2071/2072,24.00,,24.00,2015-10-02 [Closed]
2070/2071,15.00,10.00,25.00,2014-11-28 [Closed]
2069/2070,10.00,9.00,19.00,2013-09-27 [Closed]
2068/2069,0.00,12.00,12.00,2012-10-31 [Closed]
2067/2068,0.00,11.00,11.00,2011-12-07 [Closed]
