fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2075/2076,26.00,1.368,27.368,2020-01-27 [Closed]
2074/2075,9.38,0.49,9.87,2019-03-13 [Closed]
2073/2074,45.6,2.4,48.00,2017-11-29 [Closed]
2072/2073,60.00,20.00,80.00,2016-12-28 [Closed]
2070/2071,39.86,20.00,59.86,2014-12-31 [Closed]
