fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2070/2071,20.00,1.05,21.05,2014-11-11 [Closed]
2069/2070,0.00,14.00,14.00,2013-12-27 [Closed]
2068/2069,15.00,0.79,15.79,2012-12-31 [Closed]
2067/2068,0.00,15.00,15.00,2011-12-27 [Closed]
