fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2077/2078,12.00,3.5,15.5,2021-11-01 [Closed]
2076/2077,6.00,2.42,8.42,2020-12-25 [Closed]
2075/2076,5.00,7.00,12.00,2019-12-11 [Closed]
2074/2075,0.00,10.53,10.53,2018-12-30 [Closed]
2073/2074,12.00,3.79,15.79,2017-10-30 [Closed]
2072/2073,32.00,1.68,33.68,2016-10-05 [Closed]
2071/2072,25.00,1.32,26.32,2015-11-06 [Closed]
2070/2071,10.00,12.00,22.00,2014-12-01 [Closed]
2069/2070,10.00,7.89,17.89,2014-06-29 [Closed]
