fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2070/2071,20.00,10.5,30.5,2014-11-01 [Closed]
2069/2070,10.00,11.05,21.05,2013-12-23 [Closed]
2068/2069,0.00,10.53,10.53,2012-11-30 [Closed]
2067/2068,10.00,16.32,26.32,2011-12-29 [Closed]
