fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2077/2078,13.2712,0.00,13.2712,2023-04-06 [Closed]
2076/2077,7.4425,0.3917,7.8342,2022-10-12 [Closed]
2075/2076,5.5004,0.2895,5.7899,2021-11-09 [Closed]
2074/2075,5.25,0.00,5.25,2020-11-05 [Closed]
2073/2074,8.00,0.421,8.421,2019-03-20 [Closed]
2072/2073,8.00,0.421,8.421,2017-06-12 [Closed]
2071/2072,10.00,0.52,10.52,2016-01-28 [Closed]
2068/2069,6.5,,6.5,2013-04-05 [Closed]
