date,open,high,low,ltp,percent_change,qty,turnover
2017-08-27,130.0,130.0,130.0,130.0,0.0,25000,3250000.0
2017-08-10,130.0,130.0,130.0,130.0,0.0,57180,7433400.0
2017-08-09,130.0,130.0,130.0,130.0,0.0,100771,13100230.0
