date,current,point_change,percent_change,turnover
2018-07-17,6111.78,-87.67,-1.41,13601200.00
2018-07-18,6050.17,-61.61,-1.01,11308000.00
2018-07-19,5969.35,-80.82,-1.34,58318800.00
2018-07-23,5992.26,133.51,2.28,26741000.00
2018-07-24,6012.15,19.89,0.33,33700500.00
2018-07-25,5931.93,-80.22,-1.33,16354200.00
2018-07-26,5904.76,-27.17,-0.46,17567000.00
2018-07-30,5899.96,-14.72,-0.25,23006500.00
2018-07-31,5875.01,-24.95,-0.42,13894000.00
2018-08-01,5907.42,32.41,0.55,11544900.00
2018-08-02,5850.05,-57.37,-0.97,17448100.00
2018-08-06,5819.04,-0.09,0.00,13686700.00
2018-08-07,5830.09,11.05,0.19,10982400.00
2018-08-08,5825.88,-4.21,-0.07,13093000.00
2018-08-09,5755.81,-70.07,-1.20,21080800.00
2018-08-13,5725.62,75.55,1.34,27929200.00
2018-08-14,5775.63,50.01,0.87,18025400.00
2018-08-15,5981.27,205.64,3.56,30961700.00
2018-08-16,5960.50,-20.77,-0.35,56691600.00
2018-08-20,5797.50,-59.74,-1.02,16834600.00
2018-08-21,5801.97,4.47,0.08,31766200.00
2018-08-22,5794.18,-7.79,-0.13,13483800.00
2018-08-23,5766.63,-27.55,-0.48,46128400.00
2018-08-28,5730.09,5.94,0.10,19970900.00
2018-08-29,5701.69,-28.40,-0.50,17763600.00
2018-08-30,5764.15,62.46,1.10,21186800.00
2018-09-03,5890.24,96.66,1.67,26940300.00
2018-09-04,5892.54,2.30,0.04,25756200.00
2018-09-05,6055.21,162.67,2.76,52177100.00
2018-09-06,5971.14,-84.07,-1.39,70264896.00
2018-09-10,5826.61,-58.59,-1.00,13004200.00
2018-09-11,5761.33,-65.28,-1.12,21414400.00
2018-09-12,5874.85,113.52,1.97,25292700.00
2018-09-13,5833.44,-41.41,-0.70,26366400.00
2018-09-17,6057.08,203.46,3.48,89841296.00
2018-09-18,6131.03,73.95,1.22,112719000.00
2018-09-20,6023.55,-107.48,-1.75,51045200.00
2018-09-25,6024.30,63.38,1.06,39710700.00
2018-09-26,6001.30,-24.27,-0.40,35810600.00
2018-09-27,5934.28,-67.02,-1.12,26988000.00
2018-10-01,5804.27,-71.73,-1.22,23170000.00
2018-10-02,5816.42,12.15,0.21,37487100.00
2018-10-03,5765.04,-51.38,-0.88,23177500.00
2018-10-04,5750.74,-14.30,-0.25,29947400.00
2018-10-08,5678.99,30.50,0.54,18909900.00
2018-10-09,5641.35,-37.64,-0.66,24538600.00
2018-10-10,5636.26,-5.09,-0.09,11281600.00
2018-10-11,5685.69,49.43,0.88,14986100.00
2018-10-15,5784.85,11.55,0.20,19898700.00
2018-10-22,5754.22,-28.75,-0.50,6913580.00
2018-10-23,5682.75,-71.47,-1.24,12176900.00
2018-10-24,5746.43,63.68,1.12,17509400.00
2018-10-25,5706.19,-40.24,-0.70,11642700.00
2018-10-29,5550.79,-75.67,-1.34,16018400.00
2018-10-30,5573.78,22.99,0.41,13556900.00
2018-10-31,5603.81,30.03,0.54,10585400.00
2018-11-01,5611.66,7.85,0.14,14466600.00
2018-11-05,5633.72,87.45,1.58,7843110.00
2018-11-06,5618.05,15.67,0.28,2561190.00
2018-11-12,5487.31,-87.68,-1.57,18823800.00
2018-11-13,5567.10,79.79,1.45,22044400.00
2018-11-14,5567.10,79.79,1.45,18678400.00
