fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2079/2080,,8.00,8.00,2023-08-17 [Closed]
2078/2079,0.00,5.00,5.00,2022-08-23 [Closed]
2077/2078,0.00,35.00,35.00,2021-07-30 [Closed]
2076/2077,0.00,4.25,4.25,2020-09-08 [Closed]
