fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2071/2072,17.95,0.94,18.89,2016-01-13 [Closed]
2070/2071,14.34,11.66,26.00,2014-12-29 [Closed]
2069/2070,10.00,6.74,16.74,2013-12-13 [Closed]
2067/2068,9.9,0.52,10.42,2011-12-09 [Closed]
