fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2074/2075,3.00,5.03,8.03,2018-12-23 [Closed]
2073/2074,4.782,0.251,5.033,2017-01-07 [Closed]
2072/2073,11.00,,11.00,2016-12-23 [Closed]
