fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,0.00,5.00,5.00,2022-11-04 [Closed]
2077/2078,0.00,40.00,40.00,2021-09-27 [Closed]
2076/2077,0.00,6.00,6.00,2020-09-10 [Closed]
