open,high,low,close,percent_change,turnover,date
28.0,28.0,28.0,28.0,-0.24,0.0,2011-03-25
28.0,28.0,28.0,28.0,-1.26,0.0,2011-03-27
27.0,27.0,27.0,27.0,-1.83,0.0,2011-03-28
27.0,27.0,27.0,27.0,-1.87,0.0,2011-03-29
26.0,26.0,26.0,26.0,-0.51,0.0,2011-03-30
27.0,27.0,27.0,27.0,1.98,0.0,2011-03-31
27.0,27.0,27.0,27.0,-0.03,0.0,2011-04-04
27.0,27.0,27.0,27.0,-0.51,0.0,2011-04-05
27.0,27.0,27.0,27.0,0.03,0.0,2011-04-06
27.0,27.0,27.0,27.0,0.66,0.0,2011-04-07
27.0,27.0,27.0,27.0,0.19,0.0,2011-04-10
27.0,27.0,27.0,27.0,-0.29,0.0,2011-04-11
28.0,28.0,28.0,28.0,2.4,0.0,2011-04-13
27.0,27.0,27.0,27.0,-2.47,0.0,2011-04-17
27.0,27.0,27.0,27.0,-0.68,0.0,2011-04-18
27.0,27.0,27.0,27.0,-0.66,0.0,2011-04-19
26.0,26.0,26.0,26.0,-0.8,0.0,2011-04-20
26.0,26.0,26.0,26.0,-0.38,0.0,2011-04-21
26.0,26.0,26.0,26.0,-0.69,0.0,2011-04-25
26.0,26.0,26.0,26.0,-0.12,0.0,2011-04-26
26.0,26.0,26.0,26.0,-0.44,0.0,2011-04-27
26.0,26.0,26.0,26.0,-0.99,0.0,2011-04-28
25.0,25.0,25.0,25.0,-0.74,0.0,2011-05-02
25.0,25.0,25.0,25.0,-0.92,0.0,2011-05-03
25.0,25.0,25.0,25.0,-0.83,0.0,2011-05-04
25.0,25.0,25.0,25.0,0.23,0.0,2011-05-05
25.0,25.0,25.0,25.0,0.06,0.0,2011-05-08
25.0,25.0,25.0,25.0,0.04,0.0,2011-05-09
26.0,26.0,26.0,26.0,1.65,0.0,2011-05-10
26.0,26.0,26.0,26.0,0.38,0.0,2011-05-11
26.0,26.0,26.0,26.0,0.62,0.0,2011-05-12
26.0,26.0,26.0,26.0,1.54,0.0,2011-05-15
