fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2074/2075,12.00,22.00,34.00,
2073/2074,30.00,18.00,48.00,2017-09-12 [Closed]
2072/2073,30.00,15.00,45.00,2016-09-21 [Closed]
2071/2072,30.00,6.842,36.842,2015-12-06 [Closed]
2070/2071,20.00,45.00,65.00,2014-11-13 [Closed]
2069/2070,25.00,40.00,65.00,2013-12-09 [Closed]
2068/2069,20.00,40.00,60.00,2012-10-03 [Closed]
2067/2068,0.00,30.00,30.00,2011-12-04 [Closed]
