date,open,high,low,ltp,percent_change,qty,turnover
2026-08-13,1150.0,1150.0,1150.0,1134.0,-1.39,1,1134.0
2026-08-10,1150.0,1150.0,1150.0,1150.0,0.88,50,57500.0
2026-08-05,1140.0,1140.0,1140.0,1140.0,-2.9,100,114000.0
2026-07-28,1140.0,1174.0,1140.0,1174.0,-0.06,430,491220.0
2026-07-24,1174.68,1174.68,1174.68,1174.68,-3.0,25,29367.0
2026-07-14,1143.0,1211.0,1143.0,1211.0,5.3,34030,39671695.0
2026-07-13,1150.0,1150.0,1150.0,1150.0,1.68,40000,46000000.0
2026-07-10,1131.0,1131.0,1131.0,1131.0,0.09,15,16965.0
2026-07-09,1160.0,1160.0,1120.0,1130.0,-5.36,79985,90064702.5
2026-07-08,1164.0,1164.0,1164.0,1194.0,2.58,5,5970.0
2026-07-06,1195.0,1195.0,1164.0,1164.0,-2.59,41,48225.0
2026-07-02,1169.0,1195.0,1169.0,1195.0,2.22,20,23875.0
2026-07-01,1135.0,1135.0,1135.0,1169.0,3.0,5,5845.0
2026-06-22,1140.0,1140.0,1135.0,1135.0,-2.16,90,102525.0
2026-06-18,1160.0,1160.0,1160.0,1160.0,0.0,25,29000.0
2026-05-27,1160.0,1160.0,1160.0,1160.0,0.0,50,58000.0
2026-05-21,1160.0,1160.0,1160.0,1160.0,-0.43,25,29000.0
2026-03-22,1165.0,1165.0,1165.0,1165.0,-1.94,25,29125.0
2026-03-17,1142.0,1188.0,1142.0,1188.0,1.97,180,210488.0
2026-02-02,1159.0,1168.0,1159.0,1165.0,2.19,50051,58309274.0
2026-01-27,1140.0,1140.0,1140.0,1140.0,1.79,50000,57000000.0
2026-01-26,1142.0,1142.0,1142.0,1120.0,-1.93,1,1120.0
2026-01-20,1165.0,1165.0,1165.0,1142.0,-1.97,1,1142.0
2025-12-31,1165.0,1165.0,1165.0,1165.0,0.0,75,87375.0
2025-12-24,1165.0,1165.0,1165.0,1165.0,0.0,25,29125.0
2025-12-22,1165.0,1165.0,1165.0,1165.0,0.0,25,29125.0
2025-11-27,1165.0,1165.0,1165.0,1165.0,-1.94,10,11650.0
2025-11-18,1188.0,1188.0,1188.0,1188.0,1.37,10,11880.0
2025-11-17,1171.9,1171.9,1171.9,1171.9,1.99,45,52735.5
2025-11-16,1149.0,1149.0,1149.0,1149.0,1.72,85,97665.0
2025-10-13,1107.5,1107.5,1107.5,1129.6,2.0,1,1129.6
2025-10-08,1107.6,1107.6,1107.5,1107.5,-1.99,35,38765.0
2025-09-21,1130.0,1130.0,1130.0,1130.0,1.55,250,282500.0
2025-07-07,1112.3,1112.3,1112.3,1112.8,0.04,1,1112.8
2025-07-02,1112.5,1112.5,1112.3,1112.3,-2.0,30,33373.0
2025-06-22,1135.0,1135.0,1135.0,1135.0,1.92,110,124850.0
2025-06-15,1113.6,1113.6,1113.6,1113.6,0.0,25,27840.0
2025-06-05,1113.6,1113.6,1113.6,1113.6,-2.0,50,55680.0
2025-04-29,1135.5,1136.3,1135.5,1136.3,1.9,40,45436.0
