fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,4.75,0.25,5.00,2022-12-19 [Closed]
2077/2078,5.75,0.3,6.05,2022-01-03 [Closed]
2076/2077,5.25,2.25,7.5,2020-12-31 [Closed]
2075/2076,2.00,4.75,6.75,2020-03-13 [Closed]
2074/2075,2.00,4.5,6.5,2019-04-12 [Closed]
2073/2074,5.00,5.00,10.00,2018-02-23 [Closed]
2072/2073,10.00,,10.00,2017-03-31 [Closed]
2071/2072,9.00,0.47,9.47,2016-01-22 [Closed]
2070/2071,6.00,3.47,9.47,2015-02-11 [Closed]
