fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2075/2076,23.95,1.14,25.09,2019-12-31 [Closed]
2074/2075,29.00,1.53,30.53,2018-12-15 [Closed]
2073/2074,20.125,0.00,21.445,2017-12-26 [Closed]
2072/2073,61.00,3.21,64.21,2016-12-02 [Closed]
