fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2070/2071,16.5,0.87,17.37,2014-12-23 [Closed]
2069/2070,18.00,0.95,18.95,2013-11-08 [Closed]
2068/2069,5.00,12.00,17.00,2012-12-30 [Closed]
2067/2068,0.00,15.79,15.79,2011-12-28 [Closed]
