fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2074/2075,1.00,6.42,7.42,2019-01-01 [Closed]
2073/2074,8.61,0.45,9.06,2018-05-11 [Closed]
2072/2073,5.15,0.27,5.42,2017-05-26 [Closed]
2071/2072,9.5,0.5,10.00,2015-10-02 [Closed]
