fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,12.4,0.6579,13.0579,2023-02-10 [Closed]
2077/2078,20.00,1.0526,21.0526,2022-04-29 [Closed]
2076/2077,11.00,0.5789,11.5789,2021-07-01 [Closed]
2074/2075,86.00,0.00,86.00,2019-06-16 [Closed]
2072/2073,22.00,1.15,23.15,2016-12-28 [Closed]
2071/2072,23.75,1.25,25.00,2016-06-30 [Closed]
2070/2071,15.00,0.79,15.79,2015-07-01 [Closed]
2069/2070,20.00,22.1,42.1,2014-06-05 [Closed]
2068/2069,100.00,29.62,129.62,2013-06-14 [Closed]
