fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2069/2070,0.00,4.75,4.75,2014-03-05 [Closed]
2068/2069,0.00,7.00,7.00,2012-10-15 [Closed]
2067/2068,4.12,0.22,4.34,2011-11-18 [Closed]
