fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2072/2073,17.00,0.89,17.89,2016-11-24 [Closed]
2071/2072,10.00,0.53,10.53,2015-12-03 [Closed]
2070/2071,5.00,5.00,10.00,
2069/2070,5.00,10.00,15.00,2013-12-31 [Closed]
2068/2069,0.00,8.00,8.00,2013-02-06 [Closed]
2067/2068,0.00,14.00,14.00,2011-12-30 [Closed]
