fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2070/2071,12.00,0.63,12.63,2014-12-18 [Closed]
2069/2070,12.5,0.66,13.16,2014-04-04 [Closed]
2068/2069,10.00,,10.00,2013-02-20 [Closed]
2067/2068,7.00,,7.00,2012-02-02 [Closed]
