fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2070/2071,23.00,1.21,24.21,2014-09-30 [Closed]
2069/2070,15.00,0.78,15.78,2014-04-22 [Closed]
2068/2069,0.00,11.00,11.00,2012-12-09 [Closed]
