fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2075/2076,10.00,6.00,16.00,2019-12-31 [Closed]
2074/2075,5.00,6.29,11.29,2018-12-27 [Closed]
2073/2074,12.33,0.64,12.97,2018-01-05 [Closed]
2072/2073,25.00,1.31,26.31,2016-12-15 [Closed]
2071/2072,25.00,1.31,26.31,2015-12-11 [Closed]
2070/2071,20.00,1.05,21.05,2014-12-26 [Closed]
2069/2070,10.00,5.78,15.78,2013-12-27 [Closed]
