fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2070/2071,23.00,,23.00,2014-09-30 [Closed]
2069/2070,20.00,,20.00,2013-12-13 [Closed]
2068/2069,10.00,,10.00,
2067/2068,15.00,,15.00,2012-02-01 [Closed]
