fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,6.00,0.32,6.32,2023-01-11 [Closed]
2077/2078,7.00,0.37,7.37,2022-04-08 [Closed]
2076/2077,7.00,0.37,7.37,2021-04-15 [Closed]
2075/2076,6.00,0.31,6.31,2020-02-24 [Closed]
2074/2075,5.00,0.00,5.00,2019-06-30 [Closed]
