fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2071/2072,15.00,,15.00,2015-12-27 [Closed]
2070/2071,6.00,5.00,11.00,2014-10-31 [Closed]
2069/2070,8.00,0.42,8.42,2013-12-22 [Closed]
2068/2069,12.00,,12.00,2012-11-16 [Closed]
2067/2068,10.00,,10.00,2011-10-25 [Closed]
