fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2075/2076,8.55,0.00,8.55,2020-05-18 [Closed]
2074/2075,5.5,0.00,5.5,2019-06-21 [Closed]
2073/2074,17.1,0.9,18.00,2017-11-09 [Closed]
2072/2073,14.00,,14.00,2017-01-02 [Closed]
2071/2072,7.69,0.4,8.09,2016-02-17 [Closed]
