fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2080/2081,,15.00,15.00,2024-09-11 [Closed]
2079/2080,,18.00,18.00,2023-10-01 [Closed]
2078/2079,0.00,22.00,22.00,2022-09-25 [Closed]
2077/2078,0.00,33.00,33.00,2021-09-17 [Closed]
2076/2077,0.00,7.00,7.00,2020-10-30 [Closed]
2075/2076,0.00,10.00,10.00,2019-09-06 [Closed]
