fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2071/2072,27.07,1.42,28.49,2015-07-15 [Closed]
2070/2071,19.5,1.03,20.53,2014-07-14 [Closed]
2069/2070,20.00,1.05,20.00,2013-10-22 [Closed]
2068/2069,10.00,10.00,20.00,2012-11-01 [Closed]
2067/2068,0.00,10.53,10.53,2011-12-25 [Closed]
