fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2071/2072,18.00,7.00,25.00,2015-10-15 [Closed]
2070/2071,5.00,20.00,25.00,2014-12-09 [Closed]
2069/2070,0.00,12.63,12.63,2013-12-02 [Closed]
2068/2069,0.00,18.95,18.95,2012-11-28 [Closed]
