open,high,low,close,percent_change,turnover,date
524.03,524.03,524.03,524.03,0.9,0.0,2011-03-20
540.47,540.47,540.47,540.47,-0.43,0.0,2011-03-25
538.12,538.12,538.12,538.12,-0.43,0.0,2011-03-27
528.73,528.73,528.73,528.73,-1.75,0.0,2011-03-28
522.85,522.85,522.85,522.85,-1.11,0.0,2011-03-29
524.03,524.03,524.03,524.03,1.36,0.0,2011-03-30
534.6,534.6,534.6,534.6,0.0,0.0,2011-04-04
535.77,535.77,535.77,535.77,0.22,0.0,2011-04-05
540.47,540.47,540.47,540.47,0.0,0.0,2011-04-07
540.47,540.47,540.47,540.47,0.0,0.0,2011-04-10
539.3,539.3,539.3,539.3,-0.43,0.0,2011-04-11
552.22,552.22,552.22,552.22,2.4,0.0,2011-04-13
547.52,547.52,547.52,547.52,-1.69,0.0,2011-04-20
511.11,511.11,511.11,511.11,-5.43,0.0,2011-04-27
501.71,501.71,501.71,501.71,0.71,0.0,2011-04-28
478.22,478.22,478.22,478.22,-3.09,0.0,2011-05-02
468.82,468.82,468.82,468.82,-3.62,0.0,2011-05-03
477.04,477.04,477.04,477.04,1.75,0.0,2011-05-04
472.34,472.34,472.34,472.34,-0.98,0.0,2011-05-05
477.04,477.04,477.04,477.04,1.0,0.0,2011-05-08
477.04,477.04,477.04,477.04,0.0,0.0,2011-05-10
475.87,475.87,475.87,475.87,-0.25,0.0,2011-05-11
479.39,479.39,479.39,479.39,0.49,0.0,2011-05-12
477.04,477.04,477.04,477.04,-0.49,0.0,2011-05-15
475.87,475.87,475.87,475.87,-0.25,0.0,2011-05-16
477.04,477.04,477.04,477.04,0.25,0.0,2011-05-18
474.69,474.69,474.69,474.69,-0.49,0.0,2011-05-19
473.52,473.52,473.52,473.52,-0.25,0.0,2011-05-22
469.99,469.99,469.99,469.99,-0.74,0.0,2011-05-23
468.82,468.82,468.82,468.82,-0.99,0.0,2011-05-24
468.82,468.82,468.82,468.82,0.0,0.0,2011-05-25
486.44,486.44,486.44,486.44,3.76,0.0,2011-05-26
472.34,472.34,472.34,472.34,-2.9,0.0,2011-05-30
464.12,464.12,464.12,464.12,-1.74,0.0,2011-05-31
468.82,468.82,468.82,468.82,1.01,0.0,2011-06-01
468.82,468.82,468.82,468.82,0.0,0.0,2011-06-02
458.25,458.25,458.25,458.25,-2.25,0.0,2011-06-05
452.37,452.37,452.37,452.37,-1.28,0.0,2011-06-06
446.5,446.5,446.5,446.5,-1.3,0.0,2011-06-07
434.76,434.76,434.76,434.76,-2.63,0.0,2011-06-08
434.76,434.76,434.76,434.76,0.0,0.0,2011-06-09
430.06,430.06,430.06,430.06,-2.92,0.0,2011-06-12
442.98,442.98,442.98,442.98,3.0,0.0,2011-06-13
444.15,444.15,444.15,444.15,0.26,0.0,2011-06-14
441.8,441.8,441.8,441.8,-0.53,0.0,2011-06-15
460.6,460.6,460.6,460.6,4.25,0.0,2011-06-16
487.61,487.61,487.61,487.61,-0.48,0.0,2011-06-20
493.49,493.49,493.49,493.49,1.21,0.0,2011-06-21
521.68,521.68,521.68,521.68,5.71,0.0,2011-06-23
472.34,472.34,472.34,472.34,-9.86,0.0,2011-06-26
447.68,447.68,447.68,447.68,-5.22,0.0,2011-06-27
452.37,452.37,452.37,452.37,1.05,0.0,2011-06-29
486.44,486.44,486.44,486.44,7.53,0.0,2011-06-30
469.99,469.99,469.99,469.99,-3.38,0.0,2011-07-03
475.87,475.87,475.87,475.87,1.25,0.0,2011-07-04
486.44,486.44,486.44,486.44,2.22,0.0,2011-07-05
493.49,493.49,493.49,493.49,-0.24,0.0,2011-07-06
469.99,469.99,469.99,469.99,-4.76,0.0,2011-07-07
485.26,485.26,485.26,485.26,1.97,0.0,2011-07-10
469.99,469.99,469.99,469.99,-3.15,0.0,2011-07-11
487.61,487.61,487.61,487.61,3.75,0.0,2011-07-12
485.26,485.26,485.26,485.26,-0.48,0.0,2011-07-13
492.31,492.31,492.31,492.31,1.45,0.0,2011-07-14
511.11,511.11,511.11,511.11,3.82,0.0,2011-07-17
499.36,499.36,499.36,499.36,-2.3,0.0,2011-07-18
499.36,499.36,499.36,499.36,0.0,0.0,2011-07-19
515.8,515.8,515.8,515.8,3.29,0.0,2011-07-20
501.71,501.71,501.71,501.71,-2.73,0.0,2011-07-21
487.61,487.61,487.61,487.61,-2.81,0.0,2011-07-24
487.61,487.61,487.61,487.61,0.0,0.0,2011-07-25
487.61,487.61,487.61,487.61,0.0,0.0,2011-07-26
491.14,491.14,491.14,491.14,0.72,0.0,2011-07-27
485.26,485.26,485.26,485.26,-1.67,0.0,2011-07-28
489.96,489.96,489.96,489.96,-0.95,0.0,2011-07-31
487.61,487.61,487.61,487.61,-0.48,0.0,2011-08-01
487.61,487.61,487.61,487.61,0.0,0.0,2011-08-02
486.44,486.44,486.44,486.44,-0.24,0.0,2011-08-03
498.19,498.19,498.19,498.19,2.41,0.0,2011-08-04
479.39,479.39,479.39,479.39,-3.77,0.0,2011-08-07
481.74,481.74,481.74,481.74,0.49,0.0,2011-08-08
475.87,475.87,475.87,475.87,-2.17,0.0,2011-08-09
481.74,481.74,481.74,481.74,1.23,0.0,2011-08-10
481.74,481.74,481.74,481.74,0.0,0.0,2011-08-11
479.39,479.39,479.39,479.39,-0.49,0.0,2011-08-15
487.61,487.61,487.61,487.61,1.22,0.0,2011-08-16
481.74,481.74,481.74,481.74,-1.2,0.0,2011-08-17
487.61,487.61,487.61,487.61,1.22,0.0,2011-08-18
480.57,480.57,480.57,480.57,0.25,0.0,2011-08-22
481.74,481.74,481.74,481.74,0.24,0.0,2011-08-23
484.09,484.09,484.09,484.09,0.49,0.0,2011-08-24
481.74,481.74,481.74,481.74,-0.49,0.0,2011-08-25
475.87,475.87,475.87,475.87,-1.22,0.0,2011-08-28
481.74,481.74,481.74,481.74,1.23,0.0,2011-08-29
481.74,481.74,481.74,481.74,-0.73,0.0,2011-08-30
493.49,493.49,493.49,493.49,2.44,0.0,2011-09-01
492.31,492.31,492.31,492.31,-0.24,0.0,2011-09-04
488.79,488.79,488.79,488.79,1.22,0.0,2011-09-05
482.92,482.92,482.92,482.92,-1.2,0.0,2011-09-06
482.92,482.92,482.92,482.92,0.0,0.0,2011-09-07
482.92,482.92,482.92,482.92,0.0,0.0,2011-09-08
480.57,480.57,480.57,480.57,-0.49,0.0,2011-09-12
478.22,478.22,478.22,478.22,-0.49,0.0,2011-09-13
472.34,472.34,472.34,472.34,-1.23,0.0,2011-09-14
475.87,475.87,475.87,475.87,0.0,0.0,2011-09-15
472.34,472.34,472.34,472.34,-0.74,0.0,2011-09-18
469.99,469.99,469.99,469.99,-0.5,0.0,2011-09-19
472.34,472.34,472.34,472.34,0.5,0.0,2011-09-20
481.74,481.74,481.74,481.74,1.99,0.0,2011-09-21
481.74,481.74,481.74,481.74,0.0,0.0,2011-09-22
487.61,487.61,487.61,487.61,2.72,0.0,2011-09-25
492.31,492.31,492.31,492.31,0.96,0.0,2011-09-26
487.61,487.61,487.61,487.61,-0.95,0.0,2011-09-27
487.61,487.61,487.61,487.61,0.0,0.0,2011-09-29
486.44,486.44,486.44,486.44,1.72,0.0,2011-10-10
488.79,488.79,488.79,488.79,0.48,0.0,2011-10-12
482.92,482.92,482.92,482.92,-1.2,0.0,2011-10-13
482.92,482.92,482.92,482.92,0.0,0.0,2011-10-16
486.44,486.44,486.44,486.44,0.73,0.0,2011-10-17
485.26,485.26,485.26,485.26,-0.24,0.0,2011-10-20
491.14,491.14,491.14,491.14,1.21,0.0,2011-10-23
482.92,482.92,482.92,482.92,0.24,0.0,2011-10-24
486.44,486.44,486.44,486.44,0.73,0.0,2011-10-25
489.96,489.96,489.96,489.96,-0.24,0.0,2011-10-30
493.49,493.49,493.49,493.49,0.72,0.0,2011-10-31
512.28,512.28,512.28,512.28,3.81,0.0,2011-11-02
512.28,512.28,512.28,512.28,0.0,0.0,2011-11-03
493.49,493.49,493.49,493.49,-3.67,0.0,2011-11-06
487.61,487.61,487.61,487.61,-1.42,0.0,2011-11-08
493.49,493.49,493.49,493.49,1.21,0.0,2011-11-09
489.96,489.96,489.96,489.96,-0.71,0.0,2011-11-10
493.49,493.49,493.49,493.49,0.72,0.0,2011-11-13
506.41,506.41,506.41,506.41,2.86,0.0,2011-11-14
491.14,491.14,491.14,491.14,-3.02,0.0,2011-11-15
493.49,493.49,493.49,493.49,0.48,0.0,2011-11-16
504.06,504.06,504.06,504.06,2.14,0.0,2011-11-17
499.36,499.36,499.36,499.36,-0.93,0.0,2011-11-20
505.23,505.23,505.23,505.23,0.0,0.0,2011-11-21
505.23,505.23,505.23,505.23,0.0,0.0,2011-11-22
494.66,494.66,494.66,494.66,-2.09,0.0,2011-11-23
494.66,494.66,494.66,494.66,0.0,0.0,2011-11-24
493.49,493.49,493.49,493.49,-0.24,0.0,2011-11-27
493.49,493.49,493.49,493.49,0.0,0.0,2011-11-28
494.66,494.66,494.66,494.66,-0.94,0.0,2011-12-01
495.84,495.84,495.84,495.84,0.24,0.0,2011-12-04
492.31,492.31,492.31,492.31,-0.71,0.0,2011-12-05
494.66,494.66,494.66,494.66,0.48,0.0,2011-12-06
499.36,499.36,499.36,499.36,0.95,0.0,2011-12-07
502.88,502.88,502.88,502.88,0.71,0.0,2011-12-08
499.36,499.36,499.36,499.36,-0.7,0.0,2011-12-11
499.36,499.36,499.36,499.36,0.0,0.0,2011-12-12
492.31,492.31,492.31,492.31,-1.41,0.0,2011-12-13
499.36,499.36,499.36,499.36,1.43,0.0,2011-12-14
499.36,499.36,499.36,499.36,0.0,0.0,2011-12-15
494.66,494.66,494.66,494.66,-0.94,0.0,2011-12-18
493.49,493.49,493.49,493.49,-0.24,0.0,2011-12-20
493.49,493.49,493.49,493.49,0.0,0.0,2011-12-21
494.66,494.66,494.66,494.66,0.24,0.0,2011-12-27
497.01,497.01,497.01,497.01,0.48,0.0,2011-12-28
495.84,495.84,495.84,495.84,-0.23,0.0,2011-12-29
501.71,501.71,501.71,501.71,1.18,0.0,2012-01-01
512.28,512.28,512.28,512.28,2.11,0.0,2012-01-02
506.41,506.41,506.41,506.41,-1.15,0.0,2012-01-03
506.41,506.41,506.41,506.41,-0.92,0.0,2012-01-04
511.11,511.11,511.11,511.11,2.35,0.0,2012-01-05
504.06,504.06,504.06,504.06,-1.38,0.0,2012-01-08
505.23,505.23,505.23,505.23,0.7,0.0,2012-01-09
514.63,514.63,514.63,514.63,1.86,0.0,2012-01-10
515.8,515.8,515.8,515.8,0.23,0.0,2012-01-11
515.8,515.8,515.8,515.8,0.0,0.0,2012-01-12
516.98,516.98,516.98,516.98,-1.79,0.0,2012-01-18
514.63,514.63,514.63,514.63,-0.45,0.0,2012-01-19
521.68,521.68,521.68,521.68,1.37,0.0,2012-01-22
513.46,513.46,513.46,513.46,-1.57,0.0,2012-01-23
512.28,512.28,512.28,512.28,-0.23,0.0,2012-01-25
512.28,512.28,512.28,512.28,0.0,0.0,2012-01-26
512.28,512.28,512.28,512.28,0.0,0.0,2012-01-29
512.28,512.28,512.28,512.28,0.0,0.0,2012-01-31
515.8,515.8,515.8,515.8,0.69,0.0,2012-02-01
514.63,514.63,514.63,514.63,-0.22,0.0,2012-02-02
511.11,511.11,511.11,511.11,-0.68,0.0,2012-02-05
508.76,508.76,508.76,508.76,-0.46,0.0,2012-02-06
508.76,508.76,508.76,508.76,0.0,0.0,2012-02-07
509.93,509.93,509.93,509.93,0.23,0.0,2012-02-08
511.11,511.11,511.11,511.11,0.23,0.0,2012-02-09
508.76,508.76,508.76,508.76,-0.46,0.0,2012-02-12
511.11,511.11,511.11,511.11,0.46,0.0,2012-02-13
511.11,511.11,511.11,511.11,0.0,0.0,2012-02-14
512.28,512.28,512.28,512.28,0.23,0.0,2012-02-15
518.15,518.15,518.15,518.15,1.15,0.0,2012-02-16
518.15,518.15,518.15,518.15,0.0,0.0,2012-02-21
522.85,522.85,522.85,522.85,0.91,0.0,2012-02-23
521.68,521.68,521.68,521.68,-0.22,0.0,2012-02-26
522.85,522.85,522.85,522.85,0.22,0.0,2012-02-27
525.2,525.2,525.2,525.2,0.45,0.0,2012-02-28
527.55,527.55,527.55,527.55,0.45,0.0,2012-02-29
531.07,531.07,531.07,531.07,0.67,0.0,2012-03-01
528.73,528.73,528.73,528.73,-0.44,0.0,2012-03-04
526.38,526.38,526.38,526.38,0.22,0.0,2012-03-05
525.2,525.2,525.2,525.2,-0.22,0.0,2012-03-06
531.07,531.07,531.07,531.07,1.12,0.0,2012-03-11
527.55,527.55,527.55,527.55,-0.66,0.0,2012-03-12
528.73,528.73,528.73,528.73,0.22,0.0,2012-03-13
529.9,529.9,529.9,529.9,0.22,0.0,2012-03-14
526.38,526.38,526.38,526.38,-0.45,0.0,2012-03-15
475.87,475.87,475.87,475.87,-9.59,0.0,2012-03-18
474.69,474.69,474.69,474.69,-0.24,0.0,2012-03-19
469.99,469.99,469.99,469.99,-0.99,0.0,2012-03-20
475.87,475.87,475.87,475.87,1.25,0.0,2012-03-21
477.04,477.04,477.04,477.04,0.25,0.0,2012-03-25
475.87,475.87,475.87,475.87,-0.25,0.0,2012-03-26
477.04,477.04,477.04,477.04,0.25,0.0,2012-03-27
477.04,477.04,477.04,477.04,0.0,0.0,2012-03-28
469.99,469.99,469.99,469.99,-1.47,0.0,2012-03-29
472.34,472.34,472.34,472.34,0.5,0.0,2012-04-01
472.34,472.34,472.34,472.34,0.0,0.0,2012-04-02
471.17,471.17,471.17,471.17,-0.24,0.0,2012-04-03
472.34,472.34,472.34,472.34,0.25,0.0,2012-04-04
474.69,474.69,474.69,474.69,0.5,0.0,2012-04-05
474.69,474.69,474.69,474.69,0.0,0.0,2012-04-08
474.69,474.69,474.69,474.69,0.0,0.0,2012-04-09
474.69,474.69,474.69,474.69,0.0,0.0,2012-04-10
478.22,478.22,478.22,478.22,0.74,0.0,2012-04-11
486.44,486.44,486.44,486.44,1.72,0.0,2012-04-12
505.23,505.23,505.23,505.23,3.86,0.0,2012-04-15
555.74,555.74,555.74,555.74,10.0,0.0,2012-04-16
514.63,514.63,514.63,514.63,-7.39,0.0,2012-04-17
531.07,531.07,531.07,531.07,3.19,0.0,2012-04-18
534.6,534.6,534.6,534.6,0.66,0.0,2012-04-19
547.52,547.52,547.52,547.52,2.42,0.0,2012-04-22
559.27,559.27,559.27,559.27,2.15,0.0,2012-04-24
571.01,571.01,571.01,571.01,2.1,0.0,2012-04-25
612.12,612.12,612.12,612.12,7.2,0.0,2012-04-26
610.95,610.95,610.95,610.95,-0.19,0.0,2012-04-29
581.58,581.58,581.58,581.58,-4.81,0.0,2012-04-30
528.73,528.73,528.73,528.73,-9.09,0.0,2012-05-02
539.3,539.3,539.3,539.3,2.0,0.0,2012-05-03
586.28,586.28,586.28,586.28,8.71,0.0,2012-05-07
596.85,596.85,596.85,596.85,1.8,0.0,2012-05-08
587.46,587.46,587.46,587.46,-1.57,0.0,2012-05-09
581.58,581.58,581.58,581.58,-1.0,0.0,2012-05-10
555.74,555.74,555.74,555.74,-4.44,0.0,2012-05-13
545.17,545.17,545.17,545.17,-1.9,0.0,2012-05-14
555.74,555.74,555.74,555.74,1.93,0.0,2012-05-15
610.95,610.95,610.95,610.95,9.93,0.0,2012-05-16
599.2,599.2,599.2,599.2,-1.92,0.0,2012-05-17
583.93,583.93,583.93,583.93,-1.97,0.0,2012-05-20
585.11,585.11,585.11,585.11,1.63,0.0,2012-05-21
569.84,569.84,569.84,569.84,-2.61,0.0,2012-05-22
540.47,540.47,540.47,540.47,-5.15,0.0,2012-05-23
565.14,565.14,565.14,565.14,4.56,0.0,2012-05-24
588.63,588.63,588.63,588.63,4.16,0.0,2012-05-27
529.9,529.9,529.9,529.9,-9.98,0.0,2012-05-29
514.63,514.63,514.63,514.63,-2.88,0.0,2012-05-30
