fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2077/2078,6.65,0.35,7.00,2022-02-28 [Closed]
2076/2077,3.00,3.75,6.75,2021-05-27 [Closed]
2075/2076,4.00,3.75,7.75,2020-06-26 [Closed]
2073/2074,0.00,15.00,15.00,2017-12-29 [Closed]
2072/2073,20.00,1.05,21.05,2016-12-28 [Closed]
2071/2072,20.00,1.05,21.05,2016-06-09 [Closed]
2070/2071,7.00,3.25,10.25,2015-03-25 [Closed]
