date,open,high,low,ltp,percent_change,qty,turnover
2023-07-13,609.9,611.8,586.2,587.0,-2.17,28431,16938180.7
2023-07-12,590.1,610.0,590.1,600.0,0.0,18558,11186860.9
2023-07-11,600.0,607.0,594.9,600.0,-1.15,17562,10544867.0
2023-07-10,615.0,626.0,602.8,607.0,-1.14,17257,10591216.4
2023-07-09,590.0,619.9,590.0,614.0,2.85,16717,10203472.8
2023-07-06,586.1,608.1,586.1,597.0,0.0,19799,11818255.1
2023-07-05,612.0,621.0,593.0,597.0,-3.71,20122,12233488.2
2023-07-04,620.0,634.4,611.0,620.0,1.21,22216,13779985.0
2023-07-03,634.0,645.0,612.6,612.6,-3.38,40245,25295322.4
2023-07-02,637.0,660.0,631.0,634.0,-2.27,51745,33461430.0
2023-06-28,643.0,652.0,610.0,648.7,2.81,69070,43589967.1
2023-06-27,640.0,645.0,616.6,631.0,-1.1,42080,26411137.4
2023-06-26,646.0,658.0,625.0,638.0,0.47,52169,33468809.6
2023-06-25,591.0,635.4,585.0,635.0,9.48,116826,72613539.6
2023-06-22,556.1,580.0,556.1,580.0,3.57,47978,27525337.6
2023-06-21,546.3,571.2,546.3,560.0,1.78,37072,20804691.7
2023-06-20,555.0,590.0,550.0,550.2,-2.45,44819,25387761.3
2023-06-19,577.0,596.0,555.0,564.0,-0.44,96238,55194734.8
2023-06-18,525.0,566.5,509.9,566.5,10.0,103898,57378234.9
2023-06-15,490.0,530.4,485.0,515.0,5.32,56945,28728020.4
2023-06-14,470.4,516.0,470.4,489.0,1.88,52622,26108337.8
2023-06-13,458.7,499.9,458.0,480.0,2.56,49414,24011763.6
2023-06-12,479.0,479.0,462.7,468.0,-1.27,13341,6243077.5
2023-06-11,470.0,482.0,465.0,474.0,2.38,29962,14171768.8
2023-06-08,436.3,469.8,436.2,463.0,4.04,29907,13692542.6
2023-06-07,448.9,451.0,439.0,445.0,1.07,16981,7536810.5
2023-06-06,428.0,440.3,417.0,440.3,3.62,18341,7928571.7
2023-06-05,417.3,433.0,417.3,424.9,0.02,39965,17026805.6
2023-06-04,411.0,426.0,409.0,424.8,5.15,11819,4976270.2
2023-06-01,401.0,408.1,398.0,404.0,0.75,10418,4183157.8
2023-05-31,397.6,420.0,397.0,401.0,-1.01,9801,3949346.9
2023-05-30,415.0,420.0,405.1,405.1,-4.23,13257,5456132.8
2023-05-28,426.1,445.0,423.0,423.0,-1.18,17640,7625451.9
2023-05-24,452.0,477.9,452.0,470.0,1.95,14499,6711298.3
2023-05-23,440.0,462.0,440.0,461.0,3.36,14980,6861020.9
2023-05-22,427.1,448.0,425.7,446.0,2.95,8245,3622056.4
2023-05-21,444.0,450.0,432.0,433.2,-1.99,15826,6963694.4
2023-05-18,408.0,445.0,407.5,442.0,7.02,18731,8052529.0
2023-05-17,409.1,414.8,402.0,413.0,2.97,15748,6449914.2
2023-05-16,398.4,406.0,398.4,401.1,-0.64,4060,1629901.0
2023-05-15,398.9,406.0,398.9,403.7,-0.81,2805,1132396.1
2023-05-14,403.0,410.0,402.0,407.0,1.24,3307,1340067.0
2023-05-11,396.2,406.0,396.2,402.0,-0.3,7320,2925339.7
2023-05-10,408.0,408.0,401.0,403.2,0.75,2972,1200497.6
2023-05-09,397.0,417.8,396.0,400.2,2.62,7004,2858766.3
2023-05-08,396.0,396.0,382.0,390.0,-1.76,6219,2422245.5
2023-05-07,400.0,400.1,396.0,397.0,-1.85,3673,1468111.3
2023-05-04,393.0,407.8,390.0,404.5,2.93,7768,3092812.0
2023-05-03,390.1,395.0,390.1,393.0,-0.51,3065,1203571.0
2023-05-02,395.0,395.1,394.0,395.0,0.0,2314,913121.7
2023-04-30,391.2,397.0,391.2,395.0,-0.25,1547,610713.7
2023-04-27,395.3,399.0,395.2,396.0,-1.74,3445,1365528.4
2023-04-26,405.0,406.0,402.0,403.0,-0.96,1180,475327.0
