fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2069/2070,12.64,3.55,16.19,
2068/2069,8.41,8.86,17.27,2012-10-04 [Closed]
2067/2068,11.77,11.06,22.83,2012-01-01 [Closed]
