date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-07-24,1,2026072405013241,AHL,6,35,161,428.00,"68,908.00"
2026-07-24,2,2026072405013240,AHL,45,35,15,428.00,"6,420.00"
2026-07-24,3,2026072405013239,AHL,38,35,10,428.00,"4,280.00"
2026-07-24,4,2026072405013238,AHL,6,35,500,428.00,"214,000.00"
2026-07-24,5,2026072405013237,AHL,39,35,11,428.20,"4,710.20"
2026-07-24,6,2026072405013236,AHL,66,35,203,428.40,"86,965.20"
2026-07-24,7,2026072405013235,AHL,32,35,30,428.50,"12,855.00"
2026-07-24,8,2026072405013234,AHL,57,35,70,428.90,"30,023.00"
2026-07-24,9,2026072405012961,AHL,19,49,46,429.00,"19,734.00"
2026-07-24,10,2026072405013000,BEDC,42,29,10,331.50,"3,315.00"
2026-07-24,11,2026072405013006,BEDC,17,29,300,330.00,"99,000.00"
2026-07-24,12,2026072405013005,BEDC,97,29,200,330.00,"66,000.00"
2026-07-24,13,2026072405013004,BEDC,48,29,600,330.10,"198,060.00"
2026-07-24,14,2026072405013003,BEDC,58,29,350,330.10,"115,535.00"
2026-07-24,15,2026072405013002,BEDC,45,29,300,330.30,"99,090.00"
2026-07-24,16,2026072405013001,BEDC,13,29,300,331.00,"99,300.00"
2026-07-24,17,2026072405013012,BEDC,64,29,500,327.00,"163,500.00"
2026-07-24,18,2026072405013011,BEDC,34,29,500,327.90,"163,950.00"
2026-07-24,19,2026072405013010,BEDC,4,29,200,328.50,"65,700.00"
2026-07-24,20,2026072405013009,BEDC,39,29,70,329.00,"23,030.00"
2026-07-24,21,2026072405013008,BEDC,54,29,200,330.00,"66,000.00"
2026-07-24,22,2026072405013007,BEDC,38,29,50,330.00,"16,500.00"
2026-07-24,23,2026072405013129,BEDC,41,7,10,334.00,"3,340.00"
2026-07-24,24,2026072405013013,BEDC,1,29,420,327.00,"137,340.00"
2026-07-24,25,2026072405012893,BGWT,62,41,100,600.10,"60,010.00"
2026-07-24,26,2026072405013099,BHDC,36,63,120,445.20,"53,424.00"
2026-07-24,27,2026072405013015,BHDC,36,34,295,445.20,"131,334.00"
2026-07-24,28,2026072405013166,BHL,4,58,30,217.00,"6,510.00"
2026-07-24,29,2026072405013156,BHL,48,58,10,217.00,"2,170.00"
2026-07-24,30,2026072405013096,BHL,7,48,"1,360",216.20,"294,032.00"
2026-07-24,31,2026072405013095,BHL,13,48,100,216.30,"21,630.00"
2026-07-24,32,2026072405013094,BHL,7,48,540,216.30,"116,802.00"
2026-07-24,33,2026072405013077,BHL,7,33,460,216.30,"99,498.00"
2026-07-24,34,2026072405013018,BHL,7,11,"1,000",216.30,"216,300.00"
2026-07-24,35,2026072405012909,BHL,58,58,10,217.00,"2,170.00"
2026-07-24,36,2026072405012907,BHL,7,57,125,216.20,"27,025.00"
2026-07-24,37,2026072405012883,BHL,48,58,10,217.00,"2,170.00"
2026-07-24,38,2026072405013244,BHPL,51,6,150,486.60,"72,990.00"
2026-07-24,39,2026072405013243,BHPL,58,6,50,487.00,"24,350.00"
2026-07-24,40,2026072405013100,BHPL,58,49,50,487.00,"24,350.00"
2026-07-24,41,2026072405013340,BNHC,45,75,72,297.00,"21,384.00"
2026-07-24,42,2026072405013339,BNHC,45,47,100,296.90,"29,690.00"
2026-07-24,43,2026072405013338,BNHC,45,4,20,296.50,"5,930.00"
2026-07-24,44,2026072405013337,BNHC,45,58,10,296.50,"2,965.00"
2026-07-24,45,2026072405013336,BNHC,45,33,50,296.00,"14,800.00"
2026-07-24,46,2026072405013335,BNHC,45,58,10,296.00,"2,960.00"
2026-07-24,47,2026072405012897,BNHC,74,59,25,293.00,"7,325.00"
2026-07-24,48,2026072405012896,BNHC,1,59,200,293.00,"58,600.00"
2026-07-24,49,2026072405012895,BNHC,77,59,100,293.10,"29,310.00"
2026-07-24,50,2026072405012894,BNHC,4,59,88,293.30,"25,810.40"
2026-07-24,51,2026072405012931,BNHC,45,48,167,293.90,"49,081.30"
2026-07-24,52,2026072405012930,BNHC,45,57,159,293.50,"46,666.50"
2026-07-24,53,2026072405012929,BNHC,45,59,174,293.00,"50,982.00"
2026-07-24,54,2026072405012915,BNHC,41,59,50,293.00,"14,650.00"
2026-07-24,55,2026072405012898,BNHC,77,59,10,293.00,"2,930.00"
2026-07-24,56,2026072405013328,BNHC,45,48,115,293.90,"33,798.50"
2026-07-24,57,2026072405013271,BNHC,14,13,70,292.30,"20,461.00"
2026-07-24,58,2026072405013106,BNHC,14,8,160,292.30,"46,768.00"
2026-07-24,59,2026072405013105,BNHC,59,8,440,292.40,"128,656.00"
2026-07-24,60,2026072405013104,BNHC,32,8,300,292.90,"87,870.00"
2026-07-24,61,2026072405013103,BNHC,43,8,100,293.00,"29,300.00"
2026-07-24,62,2026072405013334,BNHC,45,57,10,295.80,"2,958.00"
2026-07-24,63,2026072405013333,BNHC,45,46,39,295.00,"11,505.00"
2026-07-24,64,2026072405013332,BNHC,45,46,19,294.90,"5,603.10"
2026-07-24,65,2026072405013331,BNHC,45,46,15,294.80,"4,422.00"
2026-07-24,66,2026072405013330,BNHC,45,46,25,294.70,"7,367.50"
2026-07-24,67,2026072405013329,BNHC,45,46,15,294.00,"4,410.00"
2026-07-24,68,2026072405013322,CHDC,49,26,10,"2,254.00","22,540.00"
2026-07-24,69,2026072405013320,CHDC,43,26,10,"2,254.00","22,540.00"
2026-07-24,70,2026072405013302,CHDC,77,74,150,"2,240.00","336,000.00"
2026-07-24,71,2026072405013301,CHDC,28,74,50,"2,240.10","112,005.00"
2026-07-24,72,2026072405013230,CHDC,77,74,50,"2,240.00","112,000.00"
2026-07-24,73,2026072405013102,CIT,58,75,15,"1,734.00","26,010.00"
2026-07-24,74,2026072405013036,CIT,42,34,30,"1,731.00","51,930.00"
2026-07-24,75,2026072405013162,CKHL,82,90,10,618.00,"6,180.00"
2026-07-24,76,2026072405013160,CKHL,3,57,10,605.30,"6,053.00"
2026-07-24,77,2026072405013111,CKHL,82,58,74,617.80,"45,717.20"
2026-07-24,78,2026072405013110,CKHL,82,52,10,610.00,"6,100.00"
2026-07-24,79,2026072405013242,CLI,8,21,273,454.00,"123,942.00"
2026-07-24,80,2026072405013047,CLI,58,21,40,454.00,"18,160.00"
2026-07-24,81,2026072405013046,CLI,45,21,87,455.00,"39,585.00"
2026-07-24,82,2026072405013017,CLI,18,42,10,458.70,"4,587.00"
2026-07-24,83,2026072405012891,CLI,38,1,3,441.00,"1,323.00"
2026-07-24,84,2026072405013364,DOLTI,42,32,"1,100",331.90,"365,090.00"
2026-07-24,85,2026072405013283,DOLTI,21,34,20,331.50,"6,630.00"
2026-07-24,86,2026072405013154,DOLTI,21,39,69,331.50,"22,873.50"
2026-07-24,87,2026072405013035,DOLTI,21,66,120,331.50,"39,780.00"
2026-07-24,88,2026072405013034,DOLTI,57,66,30,331.50,"9,945.00"
2026-07-24,89,2026072405013014,DOLTI,57,34,50,331.50,"16,575.00"
2026-07-24,90,2026072405013159,DORDI,56,57,162,263.10,"42,622.20"
2026-07-24,91,2026072405013158,DORDI,47,57,30,263.10,"7,893.00"
2026-07-24,92,2026072405012994,EHPL,29,18,10,358.90,"3,589.00"
2026-07-24,93,2026072405012887,EHPL,48,13,100,358.00,"35,800.00"
2026-07-24,94,2026072405013293,ENL,60,39,10,849.00,"8,490.00"
2026-07-24,95,2026072405013184,GCIL,42,45,90,364.00,"32,760.00"
2026-07-24,96,2026072405013183,GCIL,42,36,180,364.00,"65,520.00"
