date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-07-03,1,2026070305008793,AHL,35,47,96,437.00,"41,952.00"
2026-07-03,2,2026070305008811,BEDC,58,35,200,334.00,"66,800.00"
2026-07-03,3,2026070305008786,BEDC,50,35,44,334.00,"14,696.00"
2026-07-03,4,2026070305008488,BEDC,38,35,300,333.10,"99,930.00"
2026-07-03,5,2026070305008467,BEDC,45,47,100,333.60,"33,360.00"
2026-07-03,6,2026070305008466,BEDC,45,47,100,333.70,"33,370.00"
2026-07-03,7,2026070305008465,BEDC,45,47,100,333.80,"33,380.00"
2026-07-03,8,2026070305008464,BEDC,45,47,100,333.90,"33,390.00"
2026-07-03,9,2026070305008491,BEDC,48,35,100,333.00,"33,300.00"
2026-07-03,10,2026070305008490,BEDC,65,35,50,333.00,"16,650.00"
2026-07-03,11,2026070305008489,BEDC,13,35,50,333.00,"16,650.00"
2026-07-03,12,2026070305008587,BEDC,58,36,10,334.00,"3,340.00"
2026-07-03,13,2026070305008556,BEDC,48,47,100,333.00,"33,300.00"
2026-07-03,14,2026070305008775,BEDC,50,47,435,334.00,"145,290.00"
2026-07-03,15,2026070305008690,BEDC,50,36,21,334.00,"7,014.00"
2026-07-03,16,2026070305008915,BGWT,34,47,37,559.00,"20,683.00"
2026-07-03,17,2026070305008914,BGWT,7,47,50,559.80,"27,990.00"
2026-07-03,18,2026070305008913,BGWT,67,47,50,560.00,"28,000.00"
2026-07-03,19,2026070305008912,BGWT,49,47,20,560.00,"11,200.00"
2026-07-03,20,2026070305008911,BGWT,58,47,113,563.00,"63,619.00"
2026-07-03,21,2026070305008910,BGWT,44,47,30,565.00,"16,950.00"
2026-07-03,22,2026070305008626,BGWT,45,47,50,569.10,"28,455.00"
2026-07-03,23,2026070305008632,BGWT,44,47,50,568.70,"28,435.00"
2026-07-03,24,2026070305008631,BGWT,44,47,50,568.80,"28,440.00"
2026-07-03,25,2026070305008630,BGWT,44,47,30,569.00,"17,070.00"
2026-07-03,26,2026070305008629,BGWT,19,47,11,569.00,"6,259.00"
2026-07-03,27,2026070305008628,BGWT,14,47,10,569.00,"5,690.00"
2026-07-03,28,2026070305008627,BGWT,19,47,40,569.00,"22,760.00"
2026-07-03,29,2026070305008636,BGWT,44,47,20,565.00,"11,300.00"
2026-07-03,30,2026070305008635,BGWT,45,47,50,565.00,"28,250.00"
2026-07-03,31,2026070305008634,BGWT,4,47,34,567.50,"19,295.00"
2026-07-03,32,2026070305008633,BGWT,25,47,155,567.50,"87,962.50"
2026-07-03,33,2026070305008843,BHDC,8,14,60,443.00,"26,580.00"
2026-07-03,34,2026070305008731,BHDC,42,46,35,442.10,"15,473.50"
2026-07-03,35,2026070305008680,BHDC,8,46,40,441.50,"17,660.00"
2026-07-03,36,2026070305008575,BHDC,29,46,170,442.00,"75,140.00"
2026-07-03,37,2026070305008529,BHDC,8,35,100,442.50,"44,250.00"
2026-07-03,38,2026070305008866,BHL,38,32,500,210.00,"105,000.00"
2026-07-03,39,2026070305008774,BHL,38,80,100,210.00,"21,000.00"
2026-07-03,40,2026070305008753,BHL,38,26,500,210.00,"105,000.00"
2026-07-03,41,2026070305008752,BHL,38,89,150,210.00,"31,500.00"
2026-07-03,42,2026070305008751,BHL,38,48,656,210.00,"137,760.00"
2026-07-03,43,2026070305008734,BHL,48,48,20,210.00,"4,200.00"
2026-07-03,44,2026070305008542,BHL,39,38,10,209.80,"2,098.00"
2026-07-03,45,2026070305008521,BHL,74,38,103,209.80,"21,609.40"
2026-07-03,46,2026070305008688,BHL,57,48,324,210.00,"68,040.00"
2026-07-03,47,2026070305008687,BHL,57,29,33,210.00,"6,930.00"
2026-07-03,48,2026070305008686,BHL,57,45,183,210.00,"38,430.00"
2026-07-03,49,2026070305008681,BHL,45,45,250,210.00,"52,500.00"
2026-07-03,50,2026070305008571,BHL,46,45,63,210.00,"13,230.00"
2026-07-03,51,2026070305008570,BHL,46,38,37,209.80,"7,762.60"
2026-07-03,52,2026070305008733,BHPL,19,48,10,498.00,"4,980.00"
2026-07-03,53,2026070305008448,BHPL,42,82,30,495.10,"14,853.00"
2026-07-03,54,2026070305008442,BHPL,64,82,50,495.10,"24,755.00"
2026-07-03,55,2026070305008677,BNHC,70,10,10,311.00,"3,110.00"
2026-07-03,56,2026070305008596,CHDC,98,81,10,"2,110.00","21,100.00"
2026-07-03,57,2026070305008595,CHDC,77,81,30,"2,110.00","63,300.00"
2026-07-03,58,2026070305008594,CHDC,69,81,59,"2,110.00","124,490.00"
2026-07-03,59,2026070305008593,CHDC,49,81,47,"2,112.00","99,264.00"
2026-07-03,60,2026070305008487,CHDC,66,81,100,"2,115.00","211,500.00"
2026-07-03,61,2026070305008869,CIT,58,57,41,"1,700.00","69,700.00"
2026-07-03,62,2026070305008868,CIT,58,57,20,"1,700.00","34,000.00"
2026-07-03,63,2026070305008732,CKHL,35,42,10,600.00,"6,000.00"
2026-07-03,64,2026070305008711,CLI,41,38,25,448.90,"11,222.50"
2026-07-03,65,2026070305008569,CLI,34,57,3,445.00,"1,335.00"
2026-07-03,66,2026070305008506,CLI,41,17,103,448.90,"46,236.70"
2026-07-03,67,2026070305008505,CLI,58,17,10,449.00,"4,490.00"
2026-07-03,68,2026070305008504,CLI,41,17,24,449.00,"10,776.00"
2026-07-03,69,2026070305008503,CLI,58,17,63,449.00,"28,287.00"
2026-07-03,70,2026070305008443,CLI,58,38,25,449.00,"11,225.00"
2026-07-03,71,2026070305008892,DOLTI,35,45,10,339.90,"3,399.00"
2026-07-03,72,2026070305008782,DOLTI,4,45,110,338.00,"37,180.00"
2026-07-03,73,2026070305008781,DOLTI,4,95,50,338.00,"16,900.00"
2026-07-03,74,2026070305008689,DOLTI,45,56,80,337.00,"26,960.00"
2026-07-03,75,2026070305008644,DOLTI,58,95,30,338.00,"10,140.00"
2026-07-03,76,2026070305008527,DOLTI,60,21,75,336.30,"25,222.50"
2026-07-03,77,2026070305008526,DOLTI,48,21,125,336.40,"42,050.00"
2026-07-03,78,2026070305008507,DOLTI,14,95,50,338.00,"16,900.00"
2026-07-03,79,2026070305008745,DORDI,45,63,39,252.00,"9,828.00"
2026-07-03,80,2026070305008744,DORDI,39,63,"1,000",252.00,"252,000.00"
2026-07-03,81,2026070305008743,DORDI,58,63,20,252.00,"5,040.00"
2026-07-03,82,2026070305008450,DORDI,48,47,30,253.00,"7,590.00"
2026-07-03,83,2026070305008736,DORDI,59,63,30,252.90,"7,587.00"
2026-07-03,84,2026070305008735,DORDI,56,63,606,253.00,"153,318.00"
2026-07-03,85,2026070305008558,DORDI,56,35,208,253.00,"52,624.00"
2026-07-03,86,2026070305008546,DORDI,56,13,186,253.00,"47,058.00"
2026-07-03,87,2026070305008545,DORDI,35,13,14,253.00,"3,542.00"
2026-07-03,88,2026070305008451,DORDI,35,47,20,253.00,"5,060.00"
2026-07-03,89,2026070305008742,DORDI,45,63,50,252.20,"12,610.00"
2026-07-03,90,2026070305008741,DORDI,49,63,130,252.50,"32,825.00"
2026-07-03,91,2026070305008740,DORDI,58,63,10,252.50,"2,525.00"
2026-07-03,92,2026070305008739,DORDI,7,63,15,252.60,"3,789.00"
2026-07-03,93,2026070305008738,DORDI,49,63,90,252.60,"22,734.00"
2026-07-03,94,2026070305008737,DORDI,96,63,10,252.80,"2,528.00"
2026-07-03,95,2026070305008757,EHPL,57,19,100,369.20,"36,920.00"
2026-07-03,96,2026070305008756,EHPL,58,19,10,369.20,"3,692.00"
2026-07-03,97,2026070305008755,EHPL,58,19,100,369.30,"36,930.00"
2026-07-03,98,2026070305008754,EHPL,13,19,30,370.00,"11,100.00"
2026-07-03,99,2026070305008684,EHPL,11,63,10,371.90,"3,719.00"
2026-07-03,100,2026070305008648,EHPL,5,19,100,370.00,"37,000.00"
2026-07-03,101,2026070305008909,ENL,74,32,10,838.00,"8,380.00"
2026-07-03,102,2026070305008901,ENL,60,32,10,838.00,"8,380.00"
