date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-05-27,1,2026052705014198,AHL,56,34,10,507.70,"5,077.00"
2026-05-27,2,2026052705014039,AHL,52,74,200,505.00,"101,000.00"
2026-05-27,3,2026052705013877,AHL,52,74,300,505.00,"151,500.00"
2026-05-27,4,2026052705014202,BEDC,69,39,11,378.60,"4,164.60"
2026-05-27,5,2026052705014108,BEDC,41,92,500,377.10,"188,550.00"
2026-05-27,6,2026052705014013,BEDC,41,56,483,377.10,"182,139.30"
2026-05-27,7,2026052705014160,BHDC,43,57,1,475.00,475.00
2026-05-27,8,2026052705014159,BHDC,43,58,20,475.00,"9,500.00"
2026-05-27,9,2026052705014158,BHDC,43,88,141,472.00,"66,552.00"
2026-05-27,10,2026052705014105,BHDC,58,88,20,472.00,"9,440.00"
2026-05-27,11,2026052705014294,BHL,59,26,880,227.00,"199,760.00"
2026-05-27,12,2026052705014265,BHL,59,58,39,227.00,"8,853.00"
2026-05-27,13,2026052705014264,BHL,59,38,793,227.00,"180,011.00"
2026-05-27,14,2026052705014196,BHL,59,38,400,227.00,"90,800.00"
2026-05-27,15,2026052705014189,BHL,32,38,120,227.00,"27,240.00"
2026-05-27,16,2026052705014172,BHL,58,38,10,227.00,"2,270.00"
2026-05-27,17,2026052705013982,BHL,8,29,"1,000",227.00,"227,000.00"
2026-05-27,18,2026052705013981,BHL,8,26,"1,683",227.00,"382,041.00"
2026-05-27,19,2026052705013920,BHL,38,26,19,227.00,"4,313.00"
2026-05-27,20,2026052705013919,BHL,38,52,101,226.90,"22,916.90"
2026-05-27,21,2026052705013896,BHL,57,38,365,226.20,"82,563.00"
2026-05-27,22,2026052705013895,BHL,36,38,146,226.20,"33,025.20"
2026-05-27,23,2026052705013988,BHL,8,45,20,227.00,"4,540.00"
2026-05-27,24,2026052705013987,BHL,8,58,100,227.00,"22,700.00"
2026-05-27,25,2026052705013986,BHL,8,92,500,227.00,"113,500.00"
2026-05-27,26,2026052705013985,BHL,8,7,20,227.00,"4,540.00"
2026-05-27,27,2026052705013984,BHL,8,74,300,227.00,"68,100.00"
2026-05-27,28,2026052705013983,BHL,8,6,100,227.00,"22,700.00"
2026-05-27,29,2026052705014146,BHL,17,44,200,226.90,"45,380.00"
2026-05-27,30,2026052705014107,BHL,8,38,500,227.00,"113,500.00"
2026-05-27,31,2026052705013992,BHL,8,38,77,227.00,"17,479.00"
2026-05-27,32,2026052705013991,BHL,8,54,400,227.00,"90,800.00"
2026-05-27,33,2026052705013990,BHL,8,58,100,227.00,"22,700.00"
2026-05-27,34,2026052705013989,BHL,8,41,200,227.00,"45,400.00"
2026-05-27,35,2026052705014257,BHPL,22,58,10,538.70,"5,387.00"
2026-05-27,36,2026052705013977,BHPL,34,32,10,540.00,"5,400.00"
2026-05-27,37,2026052705013976,BHPL,34,13,200,539.90,"107,980.00"
2026-05-27,38,2026052705013975,BHPL,34,4,200,538.80,"107,760.00"
2026-05-27,39,2026052705013974,BHPL,34,42,50,538.70,"26,935.00"
2026-05-27,40,2026052705013904,BHPL,34,39,19,538.70,"10,235.30"
2026-05-27,41,2026052705013897,BHPL,34,4,90,534.00,"48,060.00"
2026-05-27,42,2026052705013903,BHPL,34,39,50,538.60,"26,930.00"
2026-05-27,43,2026052705013902,BHPL,34,43,200,537.90,"107,580.00"
2026-05-27,44,2026052705013901,BHPL,34,57,40,536.00,"21,440.00"
2026-05-27,45,2026052705013900,BHPL,34,58,40,536.00,"21,440.00"
2026-05-27,46,2026052705013899,BHPL,34,45,10,535.00,"5,350.00"
2026-05-27,47,2026052705013898,BHPL,34,80,800,534.00,"427,200.00"
2026-05-27,48,2026052705014110,BNHC,43,75,30,338.20,"10,146.00"
2026-05-27,49,2026052705014308,CHDC,11,7,10,"2,314.00","23,140.00"
2026-05-27,50,2026052705014138,CHDC,60,38,18,"2,315.00","41,670.00"
2026-05-27,51,2026052705014137,CHDC,60,49,12,"2,315.00","27,780.00"
2026-05-27,52,2026052705013818,CHDC,11,83,96,"2,310.00","221,760.00"
2026-05-27,53,2026052705014132,CIT,74,58,10,"1,779.00","17,790.00"
2026-05-27,54,2026052705014285,CKHL,17,5,10,695.00,"6,950.00"
2026-05-27,55,2026052705014230,CLI,44,8,65,458.00,"29,770.00"
2026-05-27,56,2026052705014207,CLI,29,8,10,458.00,"4,580.00"
2026-05-27,57,2026052705014206,CLI,49,49,13,457.70,"5,950.10"
2026-05-27,58,2026052705014236,DOLTI,72,38,200,362.00,"72,400.00"
2026-05-27,59,2026052705014234,DOLTI,21,38,50,362.00,"18,100.00"
2026-05-27,60,2026052705014229,DOLTI,26,38,469,362.00,"169,778.00"
2026-05-27,61,2026052705014193,DOLTI,74,38,115,362.00,"41,630.00"
2026-05-27,62,2026052705014192,DOLTI,74,7,125,361.90,"45,237.50"
2026-05-27,63,2026052705014162,DOLTI,56,7,50,361.90,"18,095.00"
2026-05-27,64,2026052705013828,DOLTI,19,7,120,362.00,"43,440.00"
