date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-05-21,1,2026052105010104,IHL,50,39,10,420.00,"4,200.00"
2026-05-21,2,2026052105010103,MCHL,48,39,10,319.40,"3,194.00"
2026-05-21,3,2026052105010102,CHDC,32,56,50,"2,265.00","113,250.00"
2026-05-21,4,2026052105010101,TSHL,57,45,10,556.00,"5,560.00"
2026-05-21,5,2026052105010100,HHL,44,25,10,369.40,"3,694.00"
2026-05-21,6,2026052105010099,SMJC,58,101,10,485.00,"4,850.00"
2026-05-21,7,2026052105010098,MKHC,45,58,10,319.50,"3,195.00"
2026-05-21,8,2026052105010097,SHIVM,6,47,561,680.40,"381,704.40"
2026-05-21,9,2026052105010096,SHIVM,6,47,100,680.50,"68,050.00"
2026-05-21,10,2026052105010095,SHIVM,22,47,10,680.50,"6,805.00"
2026-05-21,11,2026052105010094,SHIVM,28,47,20,680.60,"13,612.00"
2026-05-21,12,2026052105010093,SHIVM,45,47,10,680.80,"6,808.00"
2026-05-21,13,2026052105010092,SHIVM,36,47,10,680.80,"6,808.00"
2026-05-21,14,2026052105010091,SHIVM,18,47,225,680.80,"153,180.00"
2026-05-21,15,2026052105010090,SHIVM,52,47,64,680.90,"43,577.60"
2026-05-21,16,2026052105010089,HDL,53,48,10,"1,161.00","11,610.00"
2026-05-21,17,2026052105010088,PPL,45,56,493,349.00,"172,057.00"
2026-05-21,18,2026052105010087,HHL,84,25,10,369.40,"3,694.00"
2026-05-21,19,2026052105010086,CHDC,65,60,10,"2,264.90","22,649.00"
2026-05-21,20,2026052105010085,NIFRA,42,34,50,265.50,"13,275.00"
2026-05-21,21,2026052105010084,MCHL,17,39,10,319.40,"3,194.00"
2026-05-21,22,2026052105010083,RHGCL,94,89,820,289.00,"236,980.00"
2026-05-21,23,2026052105010082,RHGCL,64,89,100,289.10,"28,910.00"
2026-05-21,24,2026052105010081,RHGCL,38,89,100,289.20,"28,920.00"
2026-05-21,25,2026052105010080,RHGCL,38,89,80,289.30,"23,144.00"
2026-05-21,26,2026052105010079,RHGCL,101,89,220,289.40,"63,668.00"
2026-05-21,27,2026052105010078,RHGCL,101,89,100,289.40,"28,940.00"
2026-05-21,28,2026052105010077,RHGCL,101,89,200,290.00,"58,000.00"
2026-05-21,29,2026052105010076,RHGCL,56,89,380,290.00,"110,200.00"
2026-05-21,30,2026052105010075,USHL,62,34,20,633.50,"12,670.00"
2026-05-21,31,2026052105010074,USHL,62,42,10,630.00,"6,300.00"
2026-05-21,32,2026052105010073,USHL,62,57,10,630.00,"6,300.00"
2026-05-21,33,2026052105010072,USHL,62,58,10,630.00,"6,300.00"
2026-05-21,34,2026052105010071,USHL,62,13,20,629.90,"12,598.00"
2026-05-21,35,2026052105010070,TAMOR,14,72,30,449.00,"13,470.00"
2026-05-21,36,2026052105010069,TAMOR,14,72,100,449.10,"44,910.00"
2026-05-21,37,2026052105010068,CKHL,92,92,10,669.50,"6,695.00"
2026-05-21,38,2026052105010067,CKHL,92,21,10,669.00,"6,690.00"
2026-05-21,39,2026052105010066,CKHL,92,25,20,669.00,"13,380.00"
2026-05-21,40,2026052105010065,AHL,56,63,10,505.40,"5,054.00"
2026-05-21,41,2026052105010064,HIDCL,62,45,10,269.70,"2,697.00"
2026-05-21,42,2026052105010063,ULHC,32,38,400,477.30,"190,920.00"
2026-05-21,43,2026052105010062,TPC,48,49,10,377.00,"3,770.00"
2026-05-21,44,2026052105010061,KDBY,99,34,"1,100",11.69,"12,859.00"
2026-05-21,45,2026052105010060,KDBY,99,21,200,11.65,"2,330.00"
2026-05-21,46,2026052105010059,KDBY,99,58,100,11.62,"1,162.00"
2026-05-21,47,2026052105010058,KDBY,99,58,500,11.61,"5,805.00"
2026-05-21,48,2026052105010057,KDBY,99,58,100,11.61,"1,161.00"
2026-05-21,49,2026052105010056,GVL,51,35,50,490.00,"24,500.00"
2026-05-21,50,2026052105010055,SHIVM,29,57,15,681.00,"10,215.00"
2026-05-21,51,2026052105010054,SMJC,58,101,10,485.00,"4,850.00"
2026-05-21,52,2026052105010053,USHL,48,13,10,629.90,"6,299.00"
2026-05-21,53,2026052105010052,USHL,48,13,30,625.00,"18,750.00"
2026-05-21,54,2026052105010051,USHL,48,56,10,625.00,"6,250.00"
2026-05-21,55,2026052105010050,IHL,42,39,10,420.00,"4,200.00"
2026-05-21,56,2026052105010049,NRN,39,58,287,"1,375.00","394,625.00"
2026-05-21,57,2026052105010048,NRN,39,14,72,"1,375.00","99,000.00"
2026-05-21,58,2026052105010047,NRN,39,78,11,"1,374.90","15,123.90"
2026-05-21,59,2026052105010046,NRN,39,32,15,"1,373.90","20,608.50"
2026-05-21,60,2026052105010045,NRN,39,52,500,"1,371.00","685,500.00"
2026-05-21,61,2026052105010044,NRN,39,45,100,"1,371.00","137,100.00"
2026-05-21,62,2026052105010043,NRN,39,65,15,"1,371.00","20,565.00"
2026-05-21,63,2026052105010042,MCHL,57,39,10,319.40,"3,194.00"
2026-05-21,64,2026052105010041,STC,32,56,28,"5,960.00","166,880.00"
2026-05-21,65,2026052105010040,STC,32,77,10,"5,960.00","59,600.00"
2026-05-21,66,2026052105010039,STC,32,14,12,"5,950.00","71,400.00"
2026-05-21,67,2026052105010038,STC,32,75,28,"5,944.00","166,432.00"
2026-05-21,68,2026052105010037,STC,32,45,20,"5,940.00","118,800.00"
2026-05-21,69,2026052105010036,STC,32,75,12,"5,917.00","71,004.00"
2026-05-21,70,2026052105010035,STC,32,64,40,"5,915.00","236,600.00"
2026-05-21,71,2026052105010034,BNHC,42,34,50,328.40,"16,420.00"
2026-05-21,72,2026052105010033,BNHC,49,34,300,328.40,"98,520.00"
2026-05-21,73,2026052105010032,BNHC,32,34,50,328.50,"16,425.00"
2026-05-21,74,2026052105010031,HATHY,38,48,10,799.90,"7,999.00"
2026-05-21,75,2026052105010030,NRM,58,44,180,364.50,"65,610.00"
2026-05-21,76,2026052105010029,CKHL,1,1,30,662.00,"19,860.00"
2026-05-21,77,2026052105010028,SMJC,58,101,10,485.00,"4,850.00"
2026-05-21,78,2026052105010027,BHPL,42,22,10,529.70,"5,297.00"
2026-05-21,79,2026052105010026,PPL,44,56,300,349.00,"104,700.00"
2026-05-21,80,2026052105010025,MSHL,22,57,17,690.00,"11,730.00"
2026-05-21,81,2026052105010024,MSHL,22,35,40,690.00,"27,600.00"
