date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-05-22,1,2026052205011239,AHL,56,74,174,515.00,"89,610.00"
2026-05-22,2,2026052205011238,AHL,56,49,100,515.00,"51,500.00"
2026-05-22,3,2026052205011237,AHL,56,51,12,513.00,"6,156.00"
2026-05-22,4,2026052205011236,AHL,56,74,100,512.00,"51,200.00"
2026-05-22,5,2026052205011235,AHL,56,74,100,512.00,"51,200.00"
2026-05-22,6,2026052205011234,AHL,56,67,290,512.00,"148,480.00"
2026-05-22,7,2026052205011233,AHL,56,58,200,510.00,"102,000.00"
2026-05-22,8,2026052205011232,AHL,56,74,24,506.00,"12,144.00"
2026-05-22,9,2026052205011053,AHL,39,74,436,506.00,"220,616.00"
2026-05-22,10,2026052205010957,AHL,39,38,14,506.00,"7,084.00"
2026-05-22,11,2026052205010936,AHL,39,35,10,506.00,"5,060.00"
2026-05-22,12,2026052205011062,BBC,35,64,14,"4,800.00","67,200.00"
2026-05-22,13,2026052205011183,BEDC,34,52,20,376.90,"7,538.00"
2026-05-22,14,2026052205011181,BEDC,44,57,50,376.00,"18,800.00"
2026-05-22,15,2026052205011174,BEDC,44,38,420,376.00,"157,920.00"
2026-05-22,16,2026052205011173,BEDC,38,38,30,376.80,"11,304.00"
2026-05-22,17,2026052205011172,BEDC,48,38,100,376.80,"37,680.00"
2026-05-22,18,2026052205010953,BEDC,21,52,500,376.90,"188,450.00"
2026-05-22,19,2026052205010839,BEDC,45,52,"1,000",376.90,"376,900.00"
2026-05-22,20,2026052205010972,BGWT,39,57,135,661.00,"89,235.00"
2026-05-22,21,2026052205010933,BHDC,26,13,57,463.60,"26,425.20"
2026-05-22,22,2026052205010932,BHDC,34,13,50,464.00,"23,200.00"
2026-05-22,23,2026052205011271,BHL,56,42,10,226.00,"2,260.00"
2026-05-22,24,2026052205011270,BHL,56,77,50,226.00,"11,300.00"
2026-05-22,25,2026052205011269,BHL,56,34,100,226.00,"22,600.00"
2026-05-22,26,2026052205011268,BHL,56,57,500,225.90,"112,950.00"
2026-05-22,27,2026052205011267,BHL,56,46,400,225.90,"90,360.00"
2026-05-22,28,2026052205011266,BHL,56,57,180,225.90,"40,662.00"
2026-05-22,29,2026052205011019,BHL,33,58,55,225.50,"12,402.50"
2026-05-22,30,2026052205011018,BHL,33,49,50,225.50,"11,275.00"
2026-05-22,31,2026052205011017,BHL,33,35,50,225.30,"11,265.00"
2026-05-22,32,2026052205010882,BHL,53,49,950,225.50,"214,225.00"
2026-05-22,33,2026052205010881,BHL,53,57,50,225.50,"11,275.00"
2026-05-22,34,2026052205010869,BHL,8,40,65,225.10,"14,631.50"
2026-05-22,35,2026052205011145,BHL,8,34,500,225.10,"112,550.00"
2026-05-22,36,2026052205011058,BHL,8,85,419,225.10,"94,316.90"
2026-05-22,37,2026052205011023,BHL,33,26,108,225.50,"24,354.00"
2026-05-22,38,2026052205011022,BHL,33,46,472,225.50,"106,436.00"
2026-05-22,39,2026052205011021,BHL,33,41,200,225.50,"45,100.00"
2026-05-22,40,2026052205011020,BHL,33,49,65,225.50,"14,657.50"
2026-05-22,41,2026052205011230,BHL,35,36,175,225.00,"39,375.00"
2026-05-22,42,2026052205011229,BHL,38,36,200,225.00,"45,000.00"
2026-05-22,43,2026052205011176,BHL,42,39,36,225.10,"8,103.60"
2026-05-22,44,2026052205011154,BHL,42,58,14,225.10,"3,151.40"
2026-05-22,45,2026052205011153,BHL,8,58,986,225.10,"221,948.60"
2026-05-22,46,2026052205011152,BHL,8,49,30,225.10,"6,753.00"
2026-05-22,47,2026052205011259,BHL,56,26,200,225.50,"45,100.00"
2026-05-22,48,2026052205011258,BHL,56,42,300,225.50,"67,650.00"
2026-05-22,49,2026052205011257,BHL,56,99,410,225.50,"92,455.00"
2026-05-22,50,2026052205011256,BHL,56,26,52,225.50,"11,726.00"
2026-05-22,51,2026052205011255,BHL,56,39,64,225.10,"14,406.40"
2026-05-22,52,2026052205011231,BHL,5,36,625,225.00,"140,625.00"
2026-05-22,53,2026052205011265,BHL,56,39,500,225.90,"112,950.00"
2026-05-22,54,2026052205011264,BHL,56,49,100,225.90,"22,590.00"
2026-05-22,55,2026052205011263,BHL,56,59,20,225.80,"4,516.00"
2026-05-22,56,2026052205011262,BHL,56,6,"1,000",225.60,"225,600.00"
2026-05-22,57,2026052205011261,BHL,56,57,200,225.60,"45,120.00"
