date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-05-12,1,2026051205014906,AHL,56,45,10,508.00,"5,080.00"
2026-05-12,2,2026051205014550,AHL,5,74,76,500.00,"38,000.00"
2026-05-12,3,2026051205014549,AHL,41,74,10,500.00,"5,000.00"
2026-05-12,4,2026051205014548,AHL,36,74,100,500.00,"50,000.00"
2026-05-12,5,2026051205014547,AHL,42,74,50,500.00,"25,000.00"
2026-05-12,6,2026051205014546,AHL,35,74,20,500.00,"10,000.00"
2026-05-12,7,2026051205014539,AHL,38,74,20,501.00,"10,020.00"
2026-05-12,8,2026051205014545,AHL,82,74,20,500.00,"10,000.00"
2026-05-12,9,2026051205014544,AHL,48,74,304,500.00,"152,000.00"
2026-05-12,10,2026051205014543,AHL,45,74,50,500.10,"25,005.00"
2026-05-12,11,2026051205014542,AHL,58,74,260,500.10,"130,026.00"
2026-05-12,12,2026051205014541,AHL,85,74,40,500.10,"20,004.00"
2026-05-12,13,2026051205014540,AHL,89,74,50,500.50,"25,025.00"
2026-05-12,14,2026051205014816,BBC,11,58,10,"4,733.10","47,331.00"
2026-05-12,15,2026051205014865,BEDC,39,56,20,368.50,"7,370.00"
2026-05-12,16,2026051205014864,BEDC,39,6,200,368.40,"73,680.00"
2026-05-12,17,2026051205014863,BEDC,39,58,40,366.90,"14,676.00"
2026-05-12,18,2026051205014832,BEDC,29,71,450,365.10,"164,295.00"
2026-05-12,19,2026051205014831,BEDC,83,71,50,365.10,"18,255.00"
2026-05-12,20,2026051205014803,BEDC,34,58,10,366.90,"3,669.00"
2026-05-12,21,2026051205014595,BEDC,14,57,100,367.00,"36,700.00"
2026-05-12,22,2026051205014922,BHL,48,42,100,222.00,"22,200.00"
2026-05-12,23,2026051205014879,BHL,22,42,100,222.00,"22,200.00"
2026-05-12,24,2026051205014871,BHL,13,42,20,222.00,"4,440.00"
2026-05-12,25,2026051205014758,BHL,7,42,100,222.00,"22,200.00"
2026-05-12,26,2026051205014757,BHL,35,42,10,222.00,"2,220.00"
2026-05-12,27,2026051205014756,BHL,36,42,450,222.00,"99,900.00"
2026-05-12,28,2026051205014590,BHL,54,43,"2,800",222.00,"621,600.00"
2026-05-12,29,2026051205014589,BHL,62,43,200,222.10,"44,420.00"
2026-05-12,30,2026051205014531,BHL,54,57,950,222.00,"210,900.00"
2026-05-12,31,2026051205014755,BHL,54,42,74,222.00,"16,428.00"
2026-05-12,32,2026051205014754,BHL,40,42,198,222.10,"43,975.80"
2026-05-12,33,2026051205014667,BHL,38,52,135,223.00,"30,105.00"
2026-05-12,34,2026051205014631,BHL,40,56,302,222.10,"67,074.20"
2026-05-12,35,2026051205014630,BHL,41,56,500,222.50,"111,250.00"
2026-05-12,36,2026051205014592,BHL,51,42,"1,800",223.00,"401,400.00"
2026-05-12,37,2026051205014929,BHPL,57,57,20,521.00,"10,420.00"
2026-05-12,38,2026051205014760,BHPL,70,57,10,525.00,"5,250.00"
2026-05-12,39,2026051205014694,BHPL,57,34,90,521.00,"46,890.00"
2026-05-12,40,2026051205014693,BHPL,34,34,10,521.20,"5,212.00"
2026-05-12,41,2026051205014663,BHPL,34,32,40,521.20,"20,848.00"
2026-05-12,42,2026051205014662,BHPL,7,32,50,521.30,"26,065.00"
