date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-06-02,1,2026060205015929,AHL,6,74,200,496.40,"99,280.00"
2026-06-02,2,2026060205015778,AHL,26,74,50,496.40,"24,820.00"
2026-06-02,3,2026060205015693,AHL,32,74,10,496.50,"4,965.00"
2026-06-02,4,2026060205015692,AHL,68,74,10,496.50,"4,965.00"
2026-06-02,5,2026060205015691,AHL,32,74,20,497.00,"9,940.00"
2026-06-02,6,2026060205015690,AHL,32,74,10,497.00,"4,970.00"
2026-06-02,7,2026060205015895,BBC,43,51,20,"4,580.00","91,600.00"
2026-06-02,8,2026060205015565,BBC,35,53,4,"4,527.00","18,108.00"
2026-06-02,9,2026060205015817,BEDC,43,36,65,370.00,"24,050.00"
2026-06-02,10,2026060205015816,BEDC,43,52,395,370.00,"146,150.00"
2026-06-02,11,2026060205015727,BEDC,58,90,200,369.10,"73,820.00"
2026-06-02,12,2026060205015646,BEDC,38,52,27,370.00,"9,990.00"
2026-06-02,13,2026060205015618,BEDC,58,52,260,370.00,"96,200.00"
2026-06-02,14,2026060205016026,BGWT,47,13,10,672.00,"6,720.00"
2026-06-02,15,2026060205015597,BGWT,35,59,111,667.00,"74,037.00"
2026-06-02,16,2026060205015946,BHDC,16,36,10,466.00,"4,660.00"
2026-06-02,17,2026060205015814,BHDC,44,36,44,461.20,"20,292.80"
2026-06-02,18,2026060205015813,BHDC,14,36,200,462.00,"92,400.00"
2026-06-02,19,2026060205015812,BHDC,4,36,39,462.00,"18,018.00"
2026-06-02,20,2026060205015811,BHDC,44,36,100,462.00,"46,200.00"
2026-06-02,21,2026060205015810,BHDC,44,36,200,462.50,"92,500.00"
2026-06-02,22,2026060205015809,BHDC,44,36,100,464.00,"46,400.00"
2026-06-02,23,2026060205015808,BHDC,44,36,20,464.00,"9,280.00"
2026-06-02,24,2026060205015807,BHDC,4,36,11,464.00,"5,104.00"
2026-06-02,25,2026060205015806,BHDC,44,36,186,464.10,"86,322.60"
2026-06-02,26,2026060205015759,BHDC,44,52,14,464.10,"6,497.40"
2026-06-02,27,2026060205015900,BHL,58,49,95,222.00,"21,090.00"
2026-06-02,28,2026060205015734,BHL,19,58,200,221.50,"44,300.00"
2026-06-02,29,2026060205015667,BHL,42,49,50,222.00,"11,100.00"
2026-06-02,30,2026060205015666,BHL,44,49,30,222.00,"6,660.00"
2026-06-02,31,2026060205015665,BHL,53,49,677,222.00,"150,294.00"
2026-06-02,32,2026060205015664,BHL,22,49,319,222.10,"70,849.90"
2026-06-02,33,2026060205015626,BHL,45,38,200,222.50,"44,500.00"
2026-06-02,34,2026060205015617,BHL,53,47,510,222.00,"113,220.00"
2026-06-02,35,2026060205015976,BHPL,22,70,10,526.10,"5,261.00"
2026-06-02,36,2026060205015935,BHPL,45,70,10,526.10,"5,261.00"
2026-06-02,37,2026060205015821,BHPL,1,70,100,526.10,"52,610.00"
2026-06-02,38,2026060205015820,BHPL,1,32,200,526.00,"105,200.00"
2026-06-02,39,2026060205015563,BHPL,34,32,10,520.30,"5,203.00"
2026-06-02,40,2026060205015983,BNHC,11,49,200,335.00,"67,000.00"
2026-06-02,41,2026060205015904,BNHC,11,32,50,335.80,"16,790.00"
2026-06-02,42,2026060205015717,BNHC,11,32,150,335.80,"50,370.00"
2026-06-02,43,2026060205015716,BNHC,11,13,50,335.80,"16,790.00"
2026-06-02,44,2026060205015715,BNHC,11,8,50,335.50,"16,775.00"
