date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-05-19,1,2026051905010724,AHL,56,35,11,507.00,"5,577.00"
2026-05-19,2,2026051905010690,BBC,7,11,10,"4,742.10","47,421.00"
2026-05-19,3,2026051905010606,BEDC,52,49,232,366.00,"84,912.00"
2026-05-19,4,2026051905010605,BEDC,6,49,50,366.00,"18,300.00"
2026-05-19,5,2026051905010604,BEDC,51,49,118,366.00,"43,188.00"
2026-05-19,6,2026051905010398,BEDC,39,92,50,366.10,"18,305.00"
2026-05-19,7,2026051905010397,BEDC,51,92,13,366.10,"4,759.30"
2026-05-19,8,2026051905010603,BEDC,83,49,100,366.10,"36,610.00"
2026-05-19,9,2026051905010588,BEDC,1,58,100,368.00,"36,800.00"
2026-05-19,10,2026051905010399,BEDC,51,92,82,366.00,"30,012.00"
2026-05-19,11,2026051905010734,BGWT,35,47,50,654.00,"32,700.00"
2026-05-19,12,2026051905010665,BGWT,48,57,40,656.00,"26,240.00"
2026-05-19,13,2026051905010472,BGWT,45,57,10,657.00,"6,570.00"
2026-05-19,14,2026051905010578,BHDC,14,38,10,457.90,"4,579.00"
2026-05-19,15,2026051905010742,BHL,42,58,15,220.90,"3,313.50"
2026-05-19,16,2026051905010602,BHL,42,56,50,220.90,"11,045.00"
2026-05-19,17,2026051905010576,BHL,42,51,350,220.90,"77,315.00"
2026-05-19,18,2026051905010575,BHL,42,57,"1,300",220.50,"286,650.00"
2026-05-19,19,2026051905010574,BHL,42,52,100,220.50,"22,050.00"
2026-05-19,20,2026051905010573,BHL,42,32,480,220.50,"105,840.00"
2026-05-19,21,2026051905010482,BHL,58,36,126,220.00,"27,720.00"
2026-05-19,22,2026051905010481,BHL,7,36,74,220.00,"16,280.00"
2026-05-19,23,2026051905010470,BHL,14,32,20,220.50,"4,410.00"
2026-05-19,24,2026051905010298,BHL,58,58,4,220.00,880.00
2026-05-19,25,2026051905010297,BHL,52,58,70,220.00,"15,400.00"
2026-05-19,26,2026051905010693,BHPL,42,34,20,519.90,"10,398.00"
2026-05-19,27,2026051905010543,BHPL,48,48,30,515.10,"15,453.00"
2026-05-19,28,2026051905010373,BHPL,26,32,10,519.80,"5,198.00"
2026-05-19,29,2026051905010342,BHPL,42,58,20,515.00,"10,300.00"
2026-05-19,30,2026051905010681,BNHC,52,22,60,325.10,"19,506.00"
2026-05-19,31,2026051905010756,CHDC,11,66,10,"2,257.00","22,570.00"
2026-05-19,32,2026051905010396,CHDC,1,33,10,"2,245.80","22,458.00"
2026-05-19,33,2026051905010336,CHDC,29,56,64,"2,247.00","143,808.00"
2026-05-19,34,2026051905010290,CHDC,63,14,10,"2,256.90","22,569.00"
2026-05-19,35,2026051905010615,CIT,35,8,12,"1,762.00","21,144.00"
2026-05-19,36,2026051905010378,CIT,11,38,1,"1,720.00","1,720.00"
2026-05-19,37,2026051905010739,CKHL,45,58,10,665.00,"6,650.00"
2026-05-19,38,2026051905010675,CLI,51,74,55,451.60,"24,838.00"
2026-05-19,39,2026051905010741,DOLTI,49,25,10,348.90,"3,489.00"
2026-05-19,40,2026051905010586,DOLTI,42,34,200,348.00,"69,600.00"
2026-05-19,41,2026051905010477,DOLTI,94,65,90,347.70,"31,293.00"
2026-05-19,42,2026051905010462,DOLTI,36,34,200,349.00,"69,800.00"
2026-05-19,43,2026051905010386,DOLTI,35,34,10,349.00,"3,490.00"
2026-05-19,44,2026051905010505,DORDI,67,50,35,271.00,"9,485.00"
2026-05-19,45,2026051905010468,DORDI,58,50,100,271.00,"27,100.00"
2026-05-19,46,2026051905010413,DORDI,48,50,100,271.00,"27,100.00"
2026-05-19,47,2026051905010412,DORDI,43,50,70,271.00,"18,970.00"
2026-05-19,48,2026051905010686,EHPL,35,48,30,385.90,"11,577.00"
2026-05-19,49,2026051905010379,EHPL,48,48,10,385.90,"3,859.00"
2026-05-19,50,2026051905010598,ENL,14,65,50,870.00,"43,500.00"
2026-05-19,51,2026051905010558,ENL,14,74,40,870.00,"34,800.00"
2026-05-19,52,2026051905010557,ENL,45,74,100,870.10,"87,010.00"
2026-05-19,53,2026051905010556,ENL,56,74,10,870.10,"8,701.00"
2026-05-19,54,2026051905010773,GCIL,32,57,10,414.00,"4,140.00"
2026-05-19,55,2026051905010721,GCIL,57,57,20,412.40,"8,248.00"
2026-05-19,56,2026051905010720,GCIL,58,57,100,412.50,"41,250.00"
2026-05-19,57,2026051905010507,GVL,48,48,10,490.00,"4,900.00"
2026-05-19,58,2026051905010395,GVL,48,64,94,490.00,"46,060.00"
2026-05-19,59,2026051905010394,GVL,58,64,50,490.00,"24,500.00"
2026-05-19,60,2026051905010393,GVL,16,64,200,490.00,"98,000.00"
2026-05-19,61,2026051905010392,GVL,14,64,201,490.00,"98,490.00"
2026-05-19,62,2026051905010391,GVL,14,64,100,490.10,"49,010.00"
2026-05-19,63,2026051905010390,GVL,49,64,320,490.20,"156,864.00"
2026-05-19,64,2026051905010389,GVL,29,64,25,490.20,"12,255.00"
2026-05-19,65,2026051905010296,GVL,29,26,30,490.20,"14,706.00"
2026-05-19,66,2026051905010503,HATHY,35,49,13,777.00,"10,101.00"
2026-05-19,67,2026051905010279,HDL,4,58,17,"1,158.00","19,686.00"
