date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-07-15,1,2026071505008386,BBC,40,57,10,"4,154.00","41,540.00"
2026-07-15,2,2026071505008251,BEDC,45,90,140,310.10,"43,414.00"
2026-07-15,3,2026071505008244,BEDC,45,21,10,312.00,"3,120.00"
2026-07-15,4,2026071505008309,BEDC,45,21,10,312.00,"3,120.00"
2026-07-15,5,2026071505008256,BEDC,39,18,240,310.00,"74,400.00"
2026-07-15,6,2026071505008255,BEDC,48,18,200,310.00,"62,000.00"
2026-07-15,7,2026071505008254,BEDC,44,18,100,310.00,"31,000.00"
2026-07-15,8,2026071505008253,BEDC,58,18,20,310.00,"6,200.00"
2026-07-15,9,2026071505008252,BEDC,57,90,100,310.10,"31,010.00"
2026-07-15,10,2026071505008077,BGWT,50,19,341,545.00,"185,845.00"
2026-07-15,11,2026071505008433,BHDC,48,43,10,422.10,"4,221.00"
2026-07-15,12,2026071505008312,BHDC,14,60,167,429.80,"71,776.60"
2026-07-15,13,2026071505008311,BHDC,14,60,42,429.50,"18,039.00"
2026-07-15,14,2026071505008310,BHDC,14,21,80,428.00,"34,240.00"
2026-07-15,15,2026071505008240,BHDC,38,60,169,429.50,"72,585.50"
2026-07-15,16,2026071505008239,BHDC,38,17,200,429.40,"85,880.00"
2026-07-15,17,2026071505008238,BHDC,38,40,200,429.30,"85,860.00"
2026-07-15,18,2026071505008237,BHDC,38,38,11,429.00,"4,719.00"
2026-07-15,19,2026071505008236,BHDC,38,35,130,428.00,"55,640.00"
2026-07-15,20,2026071505008235,BHDC,38,45,290,428.00,"124,120.00"
2026-07-15,21,2026071505008409,BHL,32,45,200,207.30,"41,460.00"
2026-07-15,22,2026071505008394,BHL,32,69,111,207.30,"23,010.30"
2026-07-15,23,2026071505008391,BHL,32,49,200,207.30,"41,460.00"
2026-07-15,24,2026071505008327,BHL,50,94,600,208.00,"124,800.00"
2026-07-15,25,2026071505008224,BHL,42,35,44,207.20,"9,116.80"
2026-07-15,26,2026071505008223,BHL,56,35,100,207.20,"20,720.00"
2026-07-15,27,2026071505008210,BHL,56,94,240,208.00,"49,920.00"
2026-07-15,28,2026071505008209,BHL,56,33,240,207.90,"49,896.00"
2026-07-15,29,2026071505008061,BHL,45,33,42,207.90,"8,731.80"
2026-07-15,30,2026071505008471,BHPL,58,49,42,469.20,"19,706.40"
2026-07-15,31,2026071505008470,BHPL,41,49,38,470.00,"17,860.00"
2026-07-15,32,2026071505008520,BNHC,34,52,129,284.00,"36,636.00"
2026-07-15,33,2026071505008519,BNHC,34,40,10,283.20,"2,832.00"
2026-07-15,34,2026071505008518,BNHC,34,22,200,282.90,"56,580.00"
2026-07-15,35,2026071505008517,BNHC,34,7,100,282.80,"28,280.00"
2026-07-15,36,2026071505008516,BNHC,34,7,61,282.70,"17,244.70"
2026-07-15,37,2026071505008454,BNHC,45,7,39,282.70,"11,025.30"
2026-07-15,38,2026071505008182,BNHC,98,10,10,279.00,"2,790.00"
2026-07-15,39,2026071505008181,BNHC,98,52,100,279.00,"27,900.00"
2026-07-15,40,2026071505008180,BNHC,98,70,730,279.00,"203,670.00"
2026-07-15,41,2026071505008081,BNHC,58,49,10,276.00,"2,760.00"
2026-07-15,42,2026071505008281,BNHC,41,39,50,275.00,"13,750.00"
2026-07-15,43,2026071505008280,BNHC,8,39,30,275.20,"8,256.00"
2026-07-15,44,2026071505008279,BNHC,58,39,11,276.00,"3,036.00"
2026-07-15,45,2026071505008185,BNHC,98,58,52,279.00,"14,508.00"
2026-07-15,46,2026071505008184,BNHC,98,41,500,279.00,"139,500.00"
2026-07-15,47,2026071505008183,BNHC,98,45,200,279.00,"55,800.00"
2026-07-15,48,2026071505008440,BNHC,98,50,50,279.50,"13,975.00"
2026-07-15,49,2026071505008356,BNHC,32,4,10,273.60,"2,736.00"
2026-07-15,50,2026071505008333,BNHC,98,39,354,274.00,"96,996.00"
2026-07-15,51,2026071505008284,BNHC,51,39,25,274.00,"6,850.00"
2026-07-15,52,2026071505008283,BNHC,7,39,900,274.80,"247,320.00"
2026-07-15,53,2026071505008282,BNHC,42,39,20,275.00,"5,500.00"
2026-07-15,54,2026071505008446,BNHC,98,34,300,280.00,"84,000.00"
2026-07-15,55,2026071505008445,BNHC,98,58,48,280.00,"13,440.00"
2026-07-15,56,2026071505008444,BNHC,98,58,20,280.00,"5,600.00"
2026-07-15,57,2026071505008443,BNHC,98,43,50,279.70,"13,985.00"
2026-07-15,58,2026071505008442,BNHC,98,8,20,279.60,"5,592.00"
2026-07-15,59,2026071505008441,BNHC,98,49,20,279.50,"5,590.00"
2026-07-15,60,2026071505008453,BNHC,45,7,100,282.60,"28,260.00"
2026-07-15,61,2026071505008452,BNHC,45,7,100,282.50,"28,250.00"
2026-07-15,62,2026071505008451,BNHC,45,7,100,282.40,"28,240.00"
2026-07-15,63,2026071505008450,BNHC,45,58,61,282.00,"17,202.00"
2026-07-15,64,2026071505008448,BNHC,98,92,100,280.00,"28,000.00"
2026-07-15,65,2026071505008447,BNHC,98,41,300,280.00,"84,000.00"
2026-07-15,66,2026071505008543,CHDC,59,21,10,"2,070.00","20,700.00"
2026-07-15,67,2026071505008412,CHDC,56,50,10,"2,069.90","20,699.00"
2026-07-15,68,2026071505008411,CHDC,56,101,283,"2,057.00","582,131.00"
2026-07-15,69,2026071505008307,CHDC,57,101,100,"2,057.00","205,700.00"
2026-07-15,70,2026071505008261,CHDC,32,101,100,"2,057.00","205,700.00"
2026-07-15,71,2026071505008050,CIT,26,25,100,"1,670.10","167,010.00"
2026-07-15,72,2026071505008049,CIT,57,25,16,"1,672.00","26,752.00"
2026-07-15,73,2026071505008048,CIT,42,25,15,"1,672.50","25,087.50"
2026-07-15,74,2026071505008047,CIT,32,25,10,"1,674.00","16,740.00"
2026-07-15,75,2026071505008046,CIT,48,25,15,"1,675.00","25,125.00"
2026-07-15,76,2026071505008045,CIT,6,25,39,"1,675.00","65,325.00"
2026-07-15,77,2026071505008487,CKHL,82,82,28,558.00,"15,624.00"
2026-07-15,78,2026071505008486,CKHL,82,29,85,557.90,"47,421.50"
2026-07-15,79,2026071505008485,CKHL,82,59,22,557.90,"12,273.80"
2026-07-15,80,2026071505008484,CKHL,82,47,100,555.00,"55,500.00"
2026-07-15,81,2026071505008483,CKHL,82,35,50,555.00,"27,750.00"
2026-07-15,82,2026071505008482,CKHL,82,53,75,554.90,"41,617.50"
2026-07-15,83,2026071505008481,CKHL,82,74,240,547.90,"131,496.00"
2026-07-15,84,2026071505008345,CKHL,4,74,10,547.90,"5,479.00"
2026-07-15,85,2026071505008266,CKHL,26,74,30,540.00,"16,200.00"
2026-07-15,86,2026071505008449,DOLTI,35,49,10,317.90,"3,179.00"
2026-07-15,87,2026071505008291,DOLTI,18,41,130,315.30,"40,989.00"
2026-07-15,88,2026071505008320,DORDI,57,38,30,246.00,"7,380.00"
2026-07-15,89,2026071505008319,DORDI,58,38,200,246.10,"49,220.00"
2026-07-15,90,2026071505008318,DORDI,38,38,200,246.20,"49,240.00"
