fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2072/2073,8.00,5.00,13.00,2017-04-26 [Closed]
2071/2072,11.00,5.00,16.00,2016-02-17 [Closed]
2070/2071,25.00,,25.00,2015-03-04 [Closed]
