open,high,low,close,percent_change,turnover,date
93.0,93.0,93.0,93.0,-0.23,0.0,2011-03-25
92.0,92.0,92.0,92.0,-1.26,0.0,2011-03-27
90.0,90.0,90.0,90.0,-2.04,0.0,2011-03-28
88.0,88.0,88.0,88.0,-2.32,0.0,2011-03-29
88.0,88.0,88.0,88.0,0.35,0.0,2011-03-30
90.0,90.0,90.0,90.0,1.66,0.0,2011-03-31
90.0,90.0,90.0,90.0,-0.1,0.0,2011-04-04
90.0,90.0,90.0,90.0,-0.15,0.0,2011-04-05
90.0,90.0,90.0,90.0,0.06,0.0,2011-04-06
90.0,90.0,90.0,90.0,0.34,0.0,2011-04-07
90.0,90.0,90.0,90.0,0.13,0.0,2011-04-10
90.0,90.0,90.0,90.0,-0.55,0.0,2011-04-11
92.0,92.0,92.0,92.0,2.36,0.0,2011-04-13
90.0,90.0,90.0,90.0,-1.66,0.0,2011-04-17
90.0,90.0,90.0,90.0,-0.63,0.0,2011-04-18
89.0,89.0,89.0,89.0,-0.43,0.0,2011-04-19
88.0,88.0,88.0,88.0,-1.09,0.0,2011-04-20
88.0,88.0,88.0,88.0,-0.69,0.0,2011-04-21
87.0,87.0,87.0,87.0,-0.67,0.0,2011-04-25
87.0,87.0,87.0,87.0,-0.17,0.0,2011-04-26
85.0,85.0,85.0,85.0,-2.07,0.0,2011-04-27
85.0,85.0,85.0,85.0,-0.88,0.0,2011-04-28
85.0,85.0,85.0,85.0,-1.03,0.0,2011-05-02
82.0,82.0,82.0,82.0,-1.69,0.0,2011-05-03
82.0,82.0,82.0,82.0,-0.19,0.0,2011-05-04
82.0,82.0,82.0,82.0,0.22,0.0,2011-05-05
83.0,83.0,83.0,83.0,0.37,0.0,2011-05-08
83.0,83.0,83.0,83.0,0.11,0.0,2011-05-09
84.0,84.0,84.0,84.0,1.17,0.0,2011-05-10
84.0,84.0,84.0,84.0,0.32,0.0,2011-05-11
85.0,85.0,85.0,85.0,0.67,0.0,2011-05-12
85.0,85.0,85.0,85.0,0.92,0.0,2011-05-15
86.0,86.0,86.0,86.0,0.35,0.0,2011-05-16
85.0,85.0,85.0,85.0,-0.95,0.0,2011-05-18
85.0,85.0,85.0,85.0,-0.43,0.0,2011-05-19
85.0,85.0,85.0,85.0,-0.13,0.0,2011-05-22
84.0,84.0,84.0,84.0,-0.53,0.0,2011-05-23
84.0,84.0,84.0,84.0,-0.21,0.0,2011-05-24
84.0,84.0,84.0,84.0,0.17,0.0,2011-05-25
85.0,85.0,85.0,85.0,0.97,0.0,2011-05-26
85.0,85.0,85.0,85.0,-0.48,0.0,2011-05-30
83.0,83.0,83.0,83.0,-1.97,0.0,2011-05-31
83.0,83.0,83.0,83.0,-0.25,0.0,2011-06-01
82.0,82.0,82.0,82.0,-0.58,0.0,2011-06-02
81.0,81.0,81.0,81.0,-1.98,0.0,2011-06-05
80.0,80.0,80.0,80.0,-1.47,0.0,2011-06-06
78.0,78.0,78.0,78.0,-1.93,0.0,2011-06-07
76.0,76.0,76.0,76.0,-2.12,0.0,2011-06-08
75.0,75.0,75.0,75.0,-1.53,0.0,2011-06-09
74.0,74.0,74.0,74.0,-1.73,0.0,2011-06-12
74.0,74.0,74.0,74.0,-0.93,0.0,2011-06-13
73.0,73.0,73.0,73.0,-1.57,0.0,2011-06-14
71.0,71.0,71.0,71.0,-2.14,0.0,2011-06-15
74.0,74.0,74.0,74.0,4.33,0.0,2011-06-16
78.0,78.0,78.0,78.0,5.45,0.0,2011-06-19
81.0,81.0,81.0,81.0,3.88,0.0,2011-06-20
85.0,85.0,85.0,85.0,4.35,0.0,2011-06-21
90.0,90.0,90.0,90.0,6.11,0.0,2011-06-23
85.0,85.0,85.0,85.0,-5.51,0.0,2011-06-26
80.0,80.0,80.0,80.0,-5.59,0.0,2011-06-27
81.0,81.0,81.0,81.0,1.21,0.0,2011-06-29
82.0,82.0,82.0,82.0,1.31,0.0,2011-06-30
81.0,81.0,81.0,81.0,-1.04,0.0,2011-07-03
82.0,82.0,82.0,82.0,0.48,0.0,2011-07-04
84.0,84.0,84.0,84.0,2.33,0.0,2011-07-05
84.0,84.0,84.0,84.0,0.86,0.0,2011-07-06
83.0,83.0,83.0,83.0,-1.3,0.0,2011-07-07
85.0,85.0,85.0,85.0,1.58,0.0,2011-07-10
84.0,84.0,84.0,84.0,-0.23,0.0,2011-07-11
86.0,86.0,86.0,86.0,1.83,0.0,2011-07-12
87.0,87.0,87.0,87.0,1.26,0.0,2011-07-13
89.0,89.0,89.0,89.0,1.91,0.0,2011-07-14
93.0,93.0,93.0,93.0,5.86,0.0,2011-07-17
91.0,91.0,91.0,91.0,-2.52,0.0,2011-07-18
92.0,92.0,92.0,92.0,1.33,0.0,2011-07-19
93.0,93.0,93.0,93.0,1.78,0.0,2011-07-20
