fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2071/2072,21.00,1.11,22.11,
2070/2071,8.00,4.00,12.00,2014-12-18 [Closed]
2069/2070,4.00,,4.00,2013-12-12 [Closed]
