fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,23.00,0.00,23.00,2023-01-04 [Closed]
2077/2078,20.00,0.00,20.00,2022-01-03 [Closed]
2076/2077,9.2,0.4829,9.6829,2021-03-21 [Closed]
2075/2076,45.00,2.36,47.36,2020-01-04 [Closed]
2074/2075,24.00,1.26,25.26,2018-12-25 [Closed]
2073/2074,30.8,,30.8,2018-05-16 [Closed]
2072/2073,50.00,2.63,52.63,2016-12-12 [Closed]
