fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2071/2072,17.26,0.91,18.17,2015-08-03 [Closed]
2070/2071,17.79,,17.79,2014-09-30 [Closed]
2069/2070,0.00,13.00,13.00,2013-10-23 [Closed]
2068/2069,0.00,10.53,10.53,2012-11-04 [Closed]
2067/2068,14.69,,14.69,2011-11-08 [Closed]
