fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,19.00,1.00,20.00,2023-01-04 [Closed]
2077/2078,25.00,1.32,26.32,2021-10-20 [Closed]
2076/2077,18.00,0.9474,20.00,2020-12-31 [Closed]
