fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2073/2074,15.00,,15.00,
2072/2073,9.3,,9.3,2017-11-05 [Closed]
2071/2072,16.00,0.84,16.84,2016-01-01 [Closed]
2070/2071,6.00,8.5,14.5,2014-12-28 [Closed]
2069/2070,0.00,11.00,11.00,2013-12-18 [Closed]
2068/2069,0.00,6.5,6.5,2013-03-15 [Closed]
