fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2071/2072,7.00,0.3684,7.36,2015-05-28 [Closed]
2070/2071,8.00,0.42,8.42,2014-11-23 [Closed]
2068/2069,0.00,8.00,8.00,2013-01-08 [Closed]
2067/2068,12.00,0.6315,12.6315,2012-01-04 [Closed]
