fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,3.325,0.175,3.5,2023-03-17 [Closed]
2077/2078,7.00,0.368,7.368,2022-04-07 [Closed]
2076/2077,8.00,0.42,8.42,2021-05-02 [Closed]
2074/2075,0.00,0.00,0.00,
2073/2074,20.00,1.05,21.05,2017-11-03 [Closed]
2072/2073,20.00,1.05,21.05,2017-02-14 [Closed]
2071/2072,10.00,,10.00,2016-05-31 [Closed]
2069/2070,8.00,,8.00,2014-05-15 [Closed]
2068/2069,25.00,,25.00,2013-03-22 [Closed]
